Flight_Time_(s),Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
7.036,-5.4,633.5,-4.3,-0.68,-1.35,0.75
7.038,-6.1,630.1,-3.2,-0.55,-1.17,0.78
7.04,-14.9,628.8,-7.8,-0.52,-1.22,0.84
7.042,-12.1,634.4,-12,-0.67,-1.28,0.67
7.044,-6.7,627.2,3.9,-0.64,-1.26,0.93
7.046,-8.4,625.5,1.8,-0.54,-1.24,0.65
7.048,-11.1,634.7,-14.3,-0.62,-1.18,0.89
7.05,-13.7,623.6,-7.3,-0.54,-1.15,0.66
7.052,-17.2,622.5,-9.1,-0.46,-1.2,0.79
7.054,-12.7,625.3,-11.4,-0.6,-1.28,0.73
7.056,-10,625,-2.3,-0.51,-1.29,0.72
7.058,-23,630.4,0,-0.56,-1.27,0.71
7.06,-9.7,626,1.3,-0.44,-1.3,0.72
7.062,-6.4,631.4,-11.2,-0.49,-1.3,0.76
7.064,-11.8,632.1,-4.8,-0.56,-1.26,0.59
7.066,-7.1,630.9,-11.4,-0.46,-1.28,0.83
7.068,-16.1,621.3,-17,-0.49,-1.21,0.68
7.07,-19.8,620.9,1.3,-0.59,-1.3,0.69
7.072,-2.5,625.3,10.2,-0.4,-1.23,0.78
7.074,1.2,629.5,-11.2,-0.67,-1.26,0.65
7.076,-3,628.6,-5.8,-0.5,-1.24,0.74
7.078,-13.9,626.7,-5.4,-0.57,-1.16,0.92
7.08,-11.6,629.1,-8.5,-0.58,-1.34,0.64
7.082,-8.5,629.9,-14,-0.64,-1.2,0.97
7.084,0.2,632.4,1.8,-0.48,-1.28,0.72
7.086,-3,631.1,-1.4,-0.68,-1.3,0.87
7.088,-6.9,633.7,-6.2,-0.53,-1.23,0.86
7.09,-4.8,627.6,-4.4,-0.56,-1.32,0.7
7.092,-3.6,627.4,-6.9,-0.54,-1.21,0.93
7.094,-1.7,632.4,-9.4,-0.49,-1.21,0.72
7.096,-3,631.6,-7.9,-0.54,-1.25,0.59
7.098,-10.9,629.8,0,-0.48,-1.16,0.88
7.1,-6.4,629.4,-2.3,-0.55,-1.22,0.67
7.102,-4.8,631.7,-6.1,-0.46,-1.22,0.81
7.104,-6.7,621.6,-3.8,-0.37,-1.18,0.84
7.106,-10.7,625.5,-9.3,-0.57,-1.2,0.85
7.108,-9,626.2,-9.2,-0.35,-1.26,0.7
7.11,-4.7,634.1,0,-0.42,-1.15,0.74
7.112,-9.7,627.4,1.3,-0.59,-1.34,0.76
7.114,-8.8,634.9,0.5,-0.4,-1.19,0.79
7.116,-9.9,627.5,-10.2,-0.68,-1.3,0.85
7.118,2.6,635.2,-4.4,-0.52,-1.12,0.77
7.12,-2.5,627.2,-7,-0.54,-1.25,0.86
7.122,-16.3,620,-12.8,-0.67,-1.32,0.64
7.124,-16,618.7,-0.7,-0.43,-1.24,0.84
7.126,-7.7,630,-0.5,-0.65,-1.27,0.75
7.128,-8.6,622.3,-5.8,-0.61,-1.2,0.83
7.13,-13.5,628.8,-5.1,-0.61,-1.21,0.76
7.132,-11.4,624,-1.6,-0.45,-1.22,0.83
7.134,-5.9,633,-9.8,-0.49,-1.22,0.69
7.136,-0.2,630.7,-9.8,-0.48,-1.24,0.79
7.138,-8.6,631.7,-1.2,-0.54,-1.23,0.79
7.14,-4.9,629.2,-5.1,-0.41,-1.15,0.85
7.142,-15.3,624.6,-5.1,-0.55,-1.23,0.79
7.144,-3.9,631.4,0.8,-0.38,-1.19,0.74
7.146,-8.2,626.2,-9.9,-0.45,-1.19,0.75
7.148,-3.4,630.5,-9.4,-0.48,-1.26,0.73
7.15,-10.4,632.7,-8.5,-0.56,-1.21,0.84
7.152,-7.8,629.5,-1.2,-0.5,-1.18,0.87
7.154,-6.9,629.5,-1.9,-0.56,-1.28,0.83
7.156,-5.9,631.4,-3,-0.69,-1.23,0.87
7.158,3,638.6,2.5,-0.62,-1.25,0.84
7.16,0.3,632.5,-4.9,-0.55,-1.17,0.77
7.162,-6.3,632.5,-10.2,-0.62,-1.23,0.84
7.164,-6.6,627.7,5.5,-0.65,-1.24,0.89
7.166,-6.2,631.6,0,-0.6,-1.23,0.92
7.168,-7.6,628.9,-4.5,-0.5,-1.31,0.85
7.17,-12.6,631.9,-3.7,-0.57,-1.17,0.84
7.172,-9.8,634.6,1.1,-0.57,-1.24,0.85
7.174,-9,628.1,-6.8,-0.7,-1.26,0.77
7.176,-3.2,636.5,-5.4,-0.64,-1.3,0.84
7.178,-7.9,632,-2.2,-0.58,-1.27,0.73
7.18,-19.4,626.6,-5.6,-0.59,-1.2,0.8
7.182,-13.9,630.4,-3.5,-0.48,-1.22,0.64
7.184,-11.6,629.7,-1.5,-0.44,-1.15,0.87
7.186,-6.2,636.5,-4.7,-0.57,-1.14,0.8
7.188,-9.7,630.8,-11,-0.54,-1.22,0.8
7.19,-13.4,637.3,-8.7,-0.52,-1.26,0.94
7.192,-10.7,632.1,-0.7,-0.55,-1.2,0.64
7.194,-13.2,630.7,-7.5,-0.6,-1.19,0.93
7.196,-11.1,634.8,-4.4,-0.59,-1.25,0.78
7.198,-13.5,630.9,-0.2,-0.56,-1.17,0.83
7.2,-12.7,635.1,-9.2,-0.56,-1.18,0.9
7.202,-8.5,639.8,-10.2,-0.69,-1.1,0.75
7.204,-5.3,632.7,-0.1,-0.53,-1.21,0.89
7.206,-9.3,637.5,-2.6,-0.71,-1.23,0.72
7.208,-5.2,634.1,-2.1,-0.58,-1.22,0.73
7.21,-7.3,632.5,-0.9,-0.63,-1.24,0.78
7.212,-14.4,630.3,-2.4,-0.63,-1.22,0.85
7.214,-14.6,632.3,-13,-0.62,-1.19,0.81
7.216,-3.7,637.4,-5.3,-0.6,-1.24,0.89
7.218,-14.1,631.5,-5.1,-0.54,-1.2,0.86
7.22,-7.8,634.8,-5.5,-0.51,-1.23,0.73
7.222,-1.6,641.4,-1.5,-0.54,-1.27,0.78
7.224,-6.2,633.2,-4.2,-0.6,-1.22,0.83
7.226,-8.1,637.9,-4.1,-0.54,-1.16,0.7
7.228,-11.1,639.4,-10.4,-0.55,-1.24,0.9
7.23,-10.4,633.2,-9.3,-0.53,-1.19,0.74
7.232,-4.5,623.3,-1.8,-0.56,-1.22,0.84
7.234,-12.3,628.3,-8.4,-0.62,-1.23,0.94
7.236,-7.5,634.6,-3.7,-0.58,-1.18,0.65
7.238,-14.4,621.7,-3,-0.7,-1.14,0.77
7.24,-6.2,631.8,-9.8,-0.56,-1.19,0.86
7.242,-4.7,631.1,-9.1,-0.62,-1.19,0.69
7.244,-2.1,624.6,-4.9,-0.62,-1.29,0.75
7.246,-14.9,626.3,-10,-0.47,-1.13,0.68
7.248,-12.2,626.9,-10.5,-0.74,-1.21,0.76
7.25,-13.9,626.2,-2.5,-0.58,-1.18,0.7
7.252,-1.1,624.9,0.1,-0.41,-1.1,0.85
7.254,-2.1,633.5,-11.6,-0.71,-1.26,0.72
7.256,-2.3,625.5,-6.9,-0.56,-1.17,0.76
7.258,-10.2,624.1,-5.1,-0.52,-1.16,0.6
7.26,-12.5,618.2,-9.3,-0.61,-1.32,0.61
7.262,-4.4,624.5,-10,-0.53,-1.27,0.64
7.264,-5.6,621.2,-4.4,-0.56,-1.18,0.68
7.266,-3.3,628.8,-4.7,-0.61,-1.26,0.57
7.268,-12.8,623.3,-11.8,-0.5,-1.2,0.63
7.27,-9.7,614.1,-6.3,-0.62,-1.3,0.59
7.272,-11.5,620.6,-10,-0.58,-1.17,0.65
7.274,-0.9,627.1,-11.2,-0.57,-1.25,0.67
7.276,-6.5,623.4,-0.5,-0.62,-1.28,0.77
7.278,-9.8,623,-1.2,-0.6,-1.17,0.73
7.28,-1.4,623.3,-4.2,-0.72,-1.25,0.66
7.282,-4.9,623,-9.8,-0.66,-1.18,0.91
7.284,-8.2,617.6,-6.3,-0.59,-1.23,0.66
7.286,-9.7,615.9,-12.6,-0.56,-1.21,0.69
7.288,-6.9,612.9,-8.3,-0.62,-1.21,0.83
7.29,-10.7,616.7,-2.5,-0.47,-1.18,0.65
7.292,-4.1,619.3,-3,-0.56,-1.21,0.84
7.294,2.4,620.2,-9.9,-0.5,-1.22,0.75
7.296,-9,622,-9.2,-0.52,-1.2,0.84
7.298,-4.7,618.4,-8.9,-0.53,-1.18,0.87
7.3,-0.7,616.6,-10.5,-0.47,-1.16,0.82
7.302,-10.3,620.5,-11.6,-0.36,-1.2,0.91
7.304,-6.1,615.9,-3.7,-0.49,-1.21,0.74
7.306,-1.1,621.8,-2.6,-0.43,-1.17,0.78
7.308,-4.1,617.6,-6.3,-0.56,-1.23,0.73
7.31,-0.8,623.2,-6.3,-0.55,-1.14,0.85
7.312,-13.5,617.4,-7.6,-0.55,-1.11,0.88
7.314,-0.8,624.3,-10.8,-0.61,-1.21,0.89
7.316,-4.1,617.6,-9.7,-0.65,-1.22,0.79
7.318,-7.9,618.2,-1.4,-0.57,-1.18,0.99
7.32,-12.8,621.4,-2.5,-0.63,-1.2,0.76
7.322,-4.9,621,-11.4,-0.57,-1.19,0.93
7.324,1.5,626.3,-9.3,-0.6,-1.18,0.85
7.326,0.8,631.6,-4,-0.58,-1.19,0.86
7.328,-7.9,626,-10.1,-0.55,-1.21,0.89
7.33,-15.7,618.5,-4.2,-0.56,-1.22,0.76
7.332,-11.7,630.7,-4.6,-0.62,-1.14,0.95
7.334,-2.3,625.1,-3.7,-0.56,-1.19,0.82
7.336,-1,624.4,-6.1,-0.61,-1.14,0.85
7.338,0.7,630.4,-3.9,-0.42,-1.18,0.78
7.34,-6.1,622,-8.9,-0.6,-1.18,0.75
7.342,-8.4,624.5,-12.4,-0.58,-1.27,0.92
7.344,-14.2,625.2,-4.1,-0.59,-1.16,0.65
7.346,0.1,628.8,0,-0.55,-1.31,0.84
7.348,1.5,629.9,-8.5,-0.49,-1.23,0.86
7.35,-8.6,623.6,-8.8,-0.57,-1.18,0.96
7.352,-12.7,624.3,-5.7,-0.64,-1.14,0.79
7.354,-5.4,630.2,-10.3,-0.68,-1.24,0.84
7.356,-5,626,-9.1,-0.58,-1.09,0.75
7.358,-9.8,622.6,-3.5,-0.61,-1.14,0.91
7.36,-1.5,631,0.1,-0.72,-1.22,0.75
7.362,-6.7,625.8,-10.2,-0.63,-1.19,1.06
7.364,-7,633.5,-9.6,-0.51,-1.12,0.66
7.366,-5.2,626.5,-3.5,-0.64,-1.17,0.98
7.368,-9.5,625.5,-10.5,-0.62,-1.18,0.77
7.37,-5.5,634.7,-9.1,-0.56,-1.15,0.93
7.372,-3.2,630.9,-3.4,-0.64,-1.14,0.8
7.374,-7,625.4,-5.4,-0.53,-1.12,0.83
7.376,-8.6,629.7,-6.7,-0.53,-1.23,0.89
7.378,-10,624.1,-5.8,-0.48,-1.14,0.76
7.38,-9.1,618.9,-9.6,-0.54,-1.23,0.75
7.382,-8,628.1,-9.3,-0.45,-1.14,0.71
7.384,-10.1,627.4,-3.9,-0.67,-1.22,0.79
7.386,-8,616.3,-5.1,-0.56,-1.13,0.83
7.388,-2.3,633.8,-12.4,-0.6,-1.21,0.75
7.39,-9.9,624.9,-7.2,-0.55,-1.12,0.73
7.392,-4,630.4,-3.3,-0.59,-1.15,0.88
7.394,-3.9,634.7,-9.2,-0.61,-1.2,0.75
7.396,0.5,626.4,-7.7,-0.57,-1.21,0.9
7.398,-5,630,-0.9,-0.62,-1.18,0.67
7.4,-6.2,631.1,-5.3,-0.53,-1.23,0.94
7.402,-6.5,629.3,-8,-0.5,-1.16,0.85
7.404,-16.2,623.8,-9.3,-0.59,-1.2,0.87
7.406,-19.3,625.1,-11.7,-0.59,-1.18,0.64
7.408,-5,621.6,-8.6,-0.78,-1.16,0.89
7.41,-13.6,622.2,-7.1,-0.43,-1.16,0.63
7.412,-12.3,626.1,-6.8,-0.71,-1.21,0.81
7.414,0.7,627.5,-3.5,-0.42,-1.14,0.71
7.416,-6.1,624.3,-7.6,-0.61,-1.11,0.79
7.418,-7.5,625.3,-6.4,-0.51,-1.22,0.69
7.42,-7.9,632.3,-7,-0.39,-1.13,0.81
7.422,-2.6,626.7,-7.2,-0.48,-1.2,0.72
7.424,2.8,631.5,-3.7,-0.49,-1.16,0.75
7.426,-5.6,623.1,-4.6,-0.56,-1.15,0.84
7.428,-12.1,622.6,-6.9,-0.48,-1.13,0.75
7.43,-14.3,623.5,-7.6,-0.44,-1.14,0.99
7.432,-8.2,625.5,-6.4,-0.44,-1.09,0.83
7.434,-3,624.8,-11.2,-0.58,-1.29,0.83
7.436,-9.7,622.5,-10.3,-0.61,-1.13,0.78
7.438,-7.9,625.1,-1.3,-0.59,-1.2,0.66
7.44,-13.3,622.3,-6.2,-0.54,-1.23,0.72
7.442,-16,623.2,-11.6,-0.62,-1.16,0.62
7.444,-8.4,616.4,-7.9,-0.43,-1.19,0.69
7.446,-7.8,624.8,-6.1,-0.62,-1.28,0.77
7.448,-6.5,626.7,-11.1,-0.48,-1.14,0.81
7.45,-5.5,626,-11.6,-0.63,-1.09,0.77
7.452,-14.2,615.8,-6.7,-0.62,-1.16,0.79
7.454,-9.7,625.5,-7,-0.54,-1.01,0.78
7.456,-2,623,-6.7,-0.57,-1.29,0.69
7.458,-9.9,622.9,-7.5,-0.54,-1.03,0.73
7.46,-5.9,626.2,-8.6,-0.45,-1.19,0.82
7.462,-5.7,623.8,-7.8,-0.5,-1.13,0.73
7.464,-7.4,621.1,-9.6,-0.66,-1.3,0.82
7.466,-15.2,625.6,-7,-0.38,-1.12,0.63
7.468,-7.6,621.8,-7,-0.53,-1.21,0.91
7.47,-7.9,620.3,-6.6,-0.44,-1.14,0.75
7.472,-5.5,622.8,-6.3,-0.48,-1.14,0.85
7.474,-9.5,621.1,-9.6,-0.67,-1.16,0.89
7.476,-4.8,619.5,-10.2,-0.39,-1.04,0.77
7.478,-12.8,616,-6.7,-0.55,-1.21,0.83
7.48,-6.7,623,-3.7,-0.58,-1.17,0.72
7.482,-7.9,625.6,-4.5,-0.54,-1.12,0.69
7.484,-7.7,619.9,-9.3,-0.59,-1.1,0.79
7.486,-11.6,619.5,-6.4,-0.52,-1.07,0.73
7.488,-9.3,624.9,-10.3,-0.42,-1.11,0.69
7.49,-10.2,616.6,-9.5,-0.52,-1.11,0.79
7.492,-11.1,619.2,-3.4,-0.43,-1.07,0.65
7.494,-12.1,622.1,-6.5,-0.6,-1.17,0.76
7.496,-11.1,622.2,-11.1,-0.49,-1.07,0.67
7.498,-8.7,618.8,-7.5,-0.62,-1.21,0.73
7.5,-8.3,623,-5.1,-0.43,-1.12,0.6
7.502,-7.4,618.5,-5.1,-0.52,-1.18,0.86
7.504,-4.1,621.2,-9.6,-0.57,-1.17,0.68
7.506,1,622.7,-4.4,-0.51,-1.13,0.88
7.508,-8.1,620.3,-0.7,-0.66,-1.15,0.71
7.51,-12.1,616.4,-7.9,-0.58,-1.15,0.87
7.512,-4.1,620.7,-5.7,-0.5,-1.08,0.76
7.514,-12.3,616.9,-6.3,-0.49,-1.24,0.83
7.516,-9.5,612.7,-4.9,-0.47,-1.13,0.73
7.518,-13.5,620.4,-9.7,-0.53,-1.12,0.78
7.52,-8.4,623.8,-6.1,-0.57,-1.14,0.79
7.522,0.1,626.2,-4.2,-0.38,-1.15,0.83
7.524,-6.2,621.1,-9.5,-0.58,-1.15,0.71
7.526,-13,614.2,-7.3,-0.44,-1.14,0.83
7.528,-9.1,624.2,-8.9,-0.44,-1.12,0.71
7.53,-6,625.2,-6.8,-0.48,-1.16,0.84
7.532,-5.8,621.1,-7.9,-0.37,-1.14,0.74
7.534,-3.4,623.9,-7.5,-0.43,-1.16,0.78
7.536,-8.9,625,-3.7,-0.34,-1.12,0.77
7.538,-7.6,619.7,-5.3,-0.46,-1.19,0.65
7.54,-7.4,620.3,-7.2,-0.42,-1.2,0.78
7.542,-2.3,626.5,-6.3,-0.57,-1.14,0.7
7.544,-1,619.1,-3.5,-0.41,-1.17,0.56
7.546,-8.3,616.5,-5.9,-0.41,-1.14,0.81
7.548,-7.8,625.3,-7.5,-0.51,-1.21,0.69
7.55,-2.4,626.3,-3.9,-0.4,-1.19,0.85
7.552,-7.8,620.7,-6.3,-0.63,-1.14,0.7
7.554,-2.8,623,-5.4,-0.47,-1.19,0.66
7.556,-7.6,616.8,-3,-0.4,-1.06,0.78
7.558,-6.3,622.3,-7.6,-0.51,-1.14,0.73
7.56,-6,623.7,-3.6,-0.41,-1.07,0.7
7.562,-0.6,617.6,-3.5,-0.57,-1.16,0.81
7.564,-9.3,612.6,-4.7,-0.4,-1.09,0.84
7.566,-7.9,626.8,-4.7,-0.41,-1.1,0.79
7.568,-13.5,621,-3.4,-0.49,-1.15,0.85
7.57,-10.7,615.3,-4.4,-0.36,-1.1,0.76
7.572,-9.2,626.5,-4,-0.47,-1.11,0.89
7.574,-2,624.9,-1.7,-0.33,-1.16,0.82
7.576,-6.2,627.7,-2.3,-0.37,-1.1,0.87
7.578,-5.5,631.2,-5.4,-0.38,-1.11,0.83
7.58,-7.5,621.7,-4.1,-0.37,-1.16,0.86
7.582,-5.6,631.3,-0.5,-0.51,-1.18,0.91
7.584,-14.9,620.2,-3.3,-0.49,-1.17,0.78
7.586,-11,624.4,-7.3,-0.47,-1.13,0.91
7.588,-11.8,618.8,-6.2,-0.36,-1.11,0.83
7.59,-7.9,627.1,-4.4,-0.5,-1.11,0.65
7.592,-11.3,627.1,-5.5,-0.25,-1.1,0.84
7.594,-6.7,633,-4,-0.3,-1.12,0.75
7.596,-7.8,628.1,0.1,-0.48,-1.24,0.81
7.598,-10.5,623.4,0,-0.29,-1.04,0.71
7.6,-4.4,626.9,-6.1,-0.57,-1.18,0.74
7.602,-1.3,628.6,-1.4,-0.47,-1.12,0.67
7.604,-9.3,626.1,-5.6,-0.36,-1.2,0.75
7.606,-6.2,626.6,-4.4,-0.6,-1.12,0.68
7.608,-7.2,626.5,-3.3,-0.38,-1.1,0.72
7.61,-6.6,629.3,1.5,-0.48,-1.11,0.76
7.612,-13.5,623.9,-1.9,-0.47,-1.16,0.75
7.614,-17,619.7,-4,-0.47,-1.1,0.77
7.616,-10.3,630.5,-1,-0.55,-1.11,0.77
7.618,-7.5,632.3,-3.5,-0.59,-1.13,0.75
7.62,-1.9,618.8,-2.1,-0.37,-1.08,0.77
7.622,-11.3,627.9,-0.3,-0.61,-1.15,0.7
7.624,-18.9,625.1,-2.8,-0.33,-1.16,0.7
7.626,-14.5,620.2,-7.5,-0.49,-1.08,0.83
7.628,-6.8,626.5,-1.1,-0.5,-1.17,0.73
7.63,-12.7,623.8,0.1,-0.44,-1.16,0.59
7.632,-18.1,617.8,-6.6,-0.56,-1.06,0.77
7.634,-7.6,623,-5.6,-0.38,-1.06,0.64
7.636,-8.6,635.4,-1.2,-0.39,-1.07,0.75
7.638,-7.2,620.7,0.1,-0.37,-1.05,0.71
7.64,-11.5,619.2,-0.9,-0.55,-1.25,0.72
7.642,-7.2,620.1,2.2,-0.48,-1.1,0.77
7.644,-7,617.8,-5.8,-0.46,-1.14,0.61
7.646,-11.8,615.7,-9.4,-0.51,-1.11,0.6
7.648,-7.9,621,-6.9,-0.57,-1.03,0.75
7.65,-3.7,617,2.5,-0.5,-1.16,0.6
7.652,-8.9,614.1,-3.9,-0.58,-1.08,0.69
7.654,-15.1,616,-3.5,-0.52,-1.15,0.71
7.656,-10.7,611,-0.2,-0.63,-1.15,0.65
7.658,-8.3,617.2,-10.1,-0.64,-1.18,0.73
7.66,-7.4,610.6,-7.2,-0.57,-1.07,0.62
7.662,-7,608.6,3.4,-0.7,-1.12,0.68
7.664,-13.2,616.9,-4.8,-0.33,-1.07,0.55
7.666,-5.2,606.1,-7.7,-0.61,-1.16,0.72
7.668,-10.2,605.1,-1.8,-0.4,-1.09,0.67
7.67,-14.4,611.7,-4.4,-0.33,-1.04,0.54
7.672,-10.2,606,-8.4,-0.55,-1.04,0.66
7.674,-8.4,604.4,-8.9,-0.29,-1.03,0.66
7.676,-3,612,-0.7,-0.63,-1.13,0.56
7.678,-5.5,596.6,-2.4,-0.45,-1.12,0.59
7.68,-7.2,592.6,-4.7,-0.46,-1.17,0.54
7.682,-9.9,602.6,-4.5,-0.51,-1.17,0.59
7.684,-4.8,593.2,-2.2,-0.47,-1.1,0.71
7.686,-8.8,593.8,-11.1,-0.59,-1.12,0.69
7.688,-8.2,599.5,-9.7,-0.48,-1.07,0.62
7.69,-10.7,592.7,-5.1,-0.51,-1.11,0.55
7.692,-8.9,598.9,-4.1,-0.56,-1.13,0.79
7.694,-4.4,599.4,-4.2,-0.57,-1.04,0.63
7.696,-6.4,587.7,-2.2,-0.38,-1.07,0.6
7.698,-1.3,592.2,-9.7,-0.5,-1.09,0.68
7.7,-7.3,597.3,-11.5,-0.45,-1.11,0.67
7.702,-5,590.5,-11,-0.48,-1.1,0.62
7.704,-3.7,595.7,0.1,-0.47,-1.06,0.8
7.706,-4.8,595.7,-5.3,-0.48,-1.06,0.59
7.708,-7.8,590.5,-3.3,-0.51,-1.13,0.73
7.71,-3.6,590.9,1.9,-0.51,-1.07,0.62
7.712,-5.1,592.7,-8.6,-0.44,-1.13,0.69
7.714,-3,586.3,-7,-0.54,-1.13,0.53
7.716,-3.5,587.9,-4.5,-0.33,-1.07,0.71
7.718,-9,592.7,-5.4,-0.4,-1.11,0.66
7.72,-7.4,585.9,-6.4,-0.54,-1.08,0.68
7.722,-10.4,588.1,-2.6,-0.44,-1.08,0.72
7.724,-5.5,589.8,-0.8,-0.34,-1.1,0.62
7.726,-11.8,584.7,-10,-0.5,-1.05,0.64
7.728,-11.4,590.6,-9,-0.41,-1.08,0.64
7.73,-14.6,590.1,-5.1,-0.5,-1.14,0.63
7.732,-5.1,590.3,-4.4,-0.44,-1.13,0.63
7.734,-7.6,590.1,-5.6,-0.41,-1.08,0.63
7.736,-1.1,594.3,-0.7,-0.49,-1.17,0.72
7.738,-6.1,596.6,-2.9,-0.45,-1.06,0.67
7.74,-5.3,594.7,-8.6,-0.41,-1.11,0.75
7.742,-7.2,588.1,-7,-0.4,-1.07,0.66
7.744,-14.3,585.4,-3.9,-0.34,-1,0.76
7.746,-9.4,588.6,-4.4,-0.49,-1.07,0.68
7.748,-4.6,593.3,-4.3,-0.36,-1.04,0.67
7.75,-15.3,590.3,-3.8,-0.38,-1.08,0.74
7.752,-10,590.1,-6.2,-0.43,-1.09,0.58
7.754,-6,593.1,-7.9,-0.34,-1.09,0.65
7.756,-5.9,594.6,-6,-0.36,-1.02,0.92
7.758,-2.8,598.5,-0.5,-0.46,-1.01,0.62
7.76,-6,594.1,-6.1,-0.4,-1.13,0.79
7.762,-2,596.4,0.6,-0.41,-1.14,0.63
7.764,1,603.9,-1.8,-0.49,-1.22,0.69
7.766,-5.6,599.6,-6.6,-0.36,-1.14,0.66
7.768,-13.9,592.1,-6.9,-0.45,-1.01,0.77
7.77,-8.8,594,-3.3,-0.4,-1.09,0.71
7.772,-3,593.8,-2.8,-0.46,-1.04,0.73
7.774,-12.9,595.2,-7.9,-0.44,-1.14,0.78
7.776,-5.7,599.7,1.1,-0.52,-1.09,0.7
7.778,-12.3,595.9,-2.5,-0.49,-1.09,0.71
7.78,-10.4,594.8,-4.7,-0.48,-1.13,0.76
7.782,-9.5,595.6,-3.7,-0.42,-1.01,0.78
7.784,-8.4,597.1,-4.4,-0.5,-1.08,0.77
7.786,-19.3,592.7,-9,-0.53,-1.08,0.74
7.788,-13.4,595.2,-0.2,-0.3,-1,0.8
7.79,-9.4,592.2,1.5,-0.62,-1.13,0.71
7.792,-8.6,599.2,-2.9,-0.46,-1.17,0.71
7.794,-13.4,598.4,-7,-0.47,-1.04,0.68
7.796,-8.6,591.4,-3,-0.46,-1.15,0.77
7.798,-13.9,589,-6,-0.36,-0.99,0.73
7.8,-11.6,592.9,-4.1,-0.36,-1.08,0.73
7.802,-10,596.1,-2.9,-0.57,-1.15,0.73
7.804,-11.4,591.2,0,-0.37,-1.06,0.79
7.806,-19.7,594.4,-10.1,-0.66,-1.16,0.63
7.808,-8.3,589.8,-6.7,-0.52,-1.14,0.81
7.81,-7.4,600.3,-6.1,-0.5,-1.05,0.74
7.812,-1.1,599.7,0.8,-0.58,-1.14,0.75
7.814,-14,591.2,-6.1,-0.42,-1.06,0.58
7.816,-19.8,588.2,-3,-0.55,-1.07,0.79
7.818,-9.9,594.3,0.8,-0.43,-1.02,0.73
7.82,-8.9,592.2,-4.7,-0.43,-1.12,0.67
7.822,-13.4,585.4,-11,-0.51,-1.19,0.75
7.824,-12.5,596,-4.8,-0.47,-1.11,0.79
7.826,-8.1,592.5,-1.8,-0.46,-1.17,0.67
7.828,-10.2,594.3,-6.7,-0.49,-1.09,0.72
7.83,-9.5,595.7,-3.3,-0.45,-1.13,0.64
7.832,-8.1,587.2,-1,-0.49,-1.06,0.76
7.834,-13.6,587,-6.8,-0.6,-1.15,0.59
7.836,-8.3,590.5,-8.2,-0.53,-1.07,0.68
7.838,-5.3,588.8,-3.9,-0.56,-1.13,0.7
7.84,-13.2,581.3,-6,-0.51,-1.06,0.72
7.842,-16.3,589,-8.7,-0.51,-1.08,0.77
7.844,-11.6,580.9,-4.1,-0.56,-1.06,0.64
7.846,-15.6,584.3,-5.1,-0.57,-1.04,0.61
7.848,-14.6,581.4,-8.2,-0.58,-1.04,0.65
7.85,-12.8,583.5,-8.4,-0.32,-1.03,0.54
7.852,-7.9,583.8,-4.6,-0.5,-1.01,0.67
7.854,-13.1,587.3,-8.9,-0.43,-1.01,0.64
7.856,-14.8,583.1,-7.8,-0.45,-1.08,0.64
7.858,-3.1,583.9,-3.2,-0.58,-1.12,0.69
7.86,-2.7,585.5,-2.8,-0.45,-1.07,0.53
7.862,-12.5,578.2,-7.5,-0.66,-1.13,0.77
7.864,-13.5,581.7,-9.4,-0.57,-0.97,0.69
7.866,-9.8,578.6,-6,-0.54,-1.09,0.7
7.868,-9.9,580,-7.9,-0.42,-1.01,0.69
7.87,-8.3,574.3,-4.1,-0.56,-1.02,0.7
7.872,-11,579.1,-4.2,-0.51,-1.06,0.61
7.874,-8.6,576.1,-7.9,-0.38,-1.05,0.7
7.876,-7.9,579.1,-7.7,-0.62,-1.1,0.62
7.878,-3.7,581.8,-9,-0.51,-1.08,0.69
7.88,-12.3,571.4,-8.7,-0.48,-1.01,0.64
7.882,-12.6,570.9,-8,-0.47,-1.04,0.56
7.884,-9.7,572.3,-3.5,-0.47,-1.06,0.65
7.886,-8.5,568.4,-6.8,-0.57,-1.05,0.74
7.888,-6.1,571.6,-7.3,-0.38,-1.03,0.65
7.89,-10.7,568.6,-6.9,-0.46,-0.95,0.65
7.892,-10.7,567.2,-13.6,-0.49,-1.05,0.62
7.894,-10.4,573.7,-10.5,-0.47,-0.93,0.65
7.896,-10.9,565.4,-8.3,-0.54,-1.05,0.65
7.898,-11.6,557.9,-7.2,-0.53,-1.05,0.63
7.9,-10.9,562.1,-9.4,-0.48,-1.01,0.79
7.902,-16,570.5,-9.6,-0.48,-1.05,0.6
7.904,-1.7,570.9,-2,-0.5,-1.06,0.5
7.906,-9.4,566.5,-13.9,-0.44,-1.02,0.61
7.908,-3.5,565,-8.9,-0.52,-1.08,0.67
7.91,-12.3,568.6,-3.7,-0.56,-1.07,0.62
7.912,-11.3,564.3,-9.4,-0.53,-1.1,0.73
7.914,-5.5,567.9,-9.3,-0.53,-1.16,0.6
7.916,-5.8,564.2,-5.3,-0.45,-1.17,0.71
7.918,-0.6,566.2,-11,-0.55,-1.11,0.69
7.92,-8.4,559.5,-11.7,-0.49,-1.03,0.66
7.922,-2.8,567.6,-9.9,-0.46,-1.04,0.59
7.924,-6.8,559.3,-3.8,-0.54,-1.05,0.64
7.926,-7.2,562.2,-6.7,-0.5,-1.04,0.6
