Flight Time Rounded (s),Thrust (lb),Accel (ft/sec^2),Weight (lb)
23.13,0,-33.02412391,36.6586
23.14,0,-33.01862328,36.6586
23.15,0,-33.01313263,36.6586
23.16,0,-33.00766203,36.6586
23.17,0,-33.0021916,36.6586
23.18,0,-32.9967313,36.6586
23.19,0,-32.99127115,36.6586
23.2,0,-32.98582108,36.6586
23.21,0,-32.98038117,36.6586
23.22,0,-32.97496129,36.6586
23.23,0,-32.96954163,36.6586
23.24,0,-32.96412201,36.6586
23.25,0,-32.95872256,36.6586
23.26,0,-32.95332316,36.6586
23.27,0,-32.94793382,36.6586
23.28,0,-32.94255465,36.6586
23.29,0,-32.93718554,36.6586
23.3,0,-32.93181663,36.6586
23.31,0,-32.92645776,36.6586
23.32,0,-32.9211091,36.6586
23.33,0,-32.91577044,36.6586
23.34,0,-32.91043201,36.6586
23.35,0,-32.90510361,36.6586
23.36,0,-32.8997854,36.6586
23.37,0,-32.89447725,36.6586
23.38,0,-32.88916929,36.6586
23.39,0,-32.88387143,36.6586
23.4,0,-32.87856376,36.6586
23.41,0,-32.8732862,36.6586
23.42,0,-32.86800868,36.6586
23.43,0,-32.86273141,36.6586
23.44,0,-32.85746421,36.6586
23.45,0,-32.85220726,36.6586
23.46,0,-32.84695047,36.6586
23.47,0,-32.84170383,36.6586
23.48,0,-32.83645742,36.6586
23.49,0,-32.83121114,36.6586
23.5,0,-32.82597506,36.6586
23.51,0,-32.82074917,36.6586
23.52,0,-32.81552341,36.6586
23.53,0,-32.81029789,36.6586
23.54,0,-32.80509258,36.6586
23.55,0,-32.79987746,36.6586
23.56,0,-32.79467256,36.6586
23.57,0,-32.78946788,36.6586
23.58,0,-32.78426339,36.6586
23.59,0,-32.77906911,36.6586
23.6,0,-32.77387506,36.6586
23.61,0,-32.76869124,36.6586
23.62,0,-32.76350765,36.6586
23.63,0,-32.75832426,36.6586
23.64,0,-32.7531411,36.6586
23.65,0,-32.74796821,36.6586
23.66,0,-32.74279555,36.6586
23.67,0,-32.73762309,36.6586
23.68,0,-32.73244091,36.6586
23.69,0,-32.72727895,36.6586
23.7,0,-32.72211726,36.6586
23.71,0,-32.71695581,36.6586
23.72,0,-32.71178461,36.6586
23.73,0,-32.70662367,36.6586
23.74,0,-32.70147299,36.6586
23.75,0,-32.69631256,36.6586
23.76,0,-32.69116239,36.6586
23.77,0,-32.68600249,36.6586
23.78,0,-32.68085284,36.6586
23.79,0,-32.67569345,36.6586
23.8,0,-32.67054433,36.6586
23.81,0,-32.6653855,36.6586
23.82,0,-32.66023692,36.6586
23.83,0,-32.65508863,36.6586
23.84,0,-32.64993059,36.6586
23.85,0,-32.64478285,36.6586
23.86,0,-32.63962538,36.6586
23.87,0,-32.6344682,36.6586
23.88,0,-32.62932128,36.6586
23.89,0,-32.62416464,36.6586
23.9,0,-32.61900831,36.6586
23.91,0,-32.61385221,36.6586
23.92,0,-32.60869643,36.6586
23.93,0,-32.60354093,36.6586
23.94,0,-32.59837569,36.6586
23.95,0,-32.59321074,36.6586
23.96,0,-32.5880461,36.6586
23.97,0,-32.58289175,36.6586
23.98,0,-32.57771767,36.6586
23.99,0,-32.57254389,36.6586
24,0,-32.56738039,36.6586
24.01,0,-32.56219717,36.6586
24.02,0,-32.55702427,36.6586
24.03,0,-32.55184166,36.6586
24.04,0,-32.54665932,36.6586
24.05,0,-32.54147729,36.6586
24.06,0,-32.53628555,36.6586
24.07,0,-32.53109409,36.6586
24.08,0,-32.52589295,36.6586
24.09,0,-32.5206921,36.6586
24.1,0,-32.51549153,36.6586
24.11,0,-32.51028126,36.6586
24.12,0,-32.50507125,36.6586
24.13,0,-32.4998516,36.6586
24.14,0,-32.49463224,36.6586
24.15,0,-32.48940316,36.6586
24.16,0,-32.48417437,36.6586
24.17,0,-32.47893589,36.6586
24.18,0,-32.47667207,36.6586
24.19,0,-32.47138457,36.6586
24.2,0,-32.46607733,36.6586
24.21,0,-32.46078037,36.6586
24.22,0,-32.45547367,36.6586
24.23,0,-32.45016723,36.6586
24.24,0,-32.44485108,36.6586
24.25,0,-32.43951517,36.6586
24.26,0,-32.43419953,36.6586
24.27,0,-32.42886418,36.6586
24.28,0,-32.42351908,36.6586
24.29,0,-32.41816425,36.6586
24.3,0,-32.41281971,36.6586
24.31,0,-32.40745544,36.6586
24.32,0,-32.40209145,36.6586
24.33,0,-32.39670774,36.6586
24.34,0,-32.39132429,36.6586
24.35,0,-32.38593109,36.6586
24.36,0,-32.38053818,36.6586
24.37,0,-32.37512553,36.6586
24.38,0,-32.36971316,36.6586
24.39,0,-32.36429105,36.6586
24.4,0,-32.35885923,36.6586
24.41,0,-32.35341765,36.6586
24.42,0,-32.34796637,36.6586
24.43,0,-32.34251534,36.6586
24.44,0,-32.33704459,36.6586
24.45,0,-32.33156408,36.6586
24.46,0,-32.32607387,36.6586
24.47,0,-32.32057393,36.6586
24.48,0,-32.31506425,36.6586
24.49,0,-32.30954486,36.6586
24.5,0,-32.30401574,36.6586
24.51,0,-32.29847688,36.6586
24.52,0,-32.29291828,36.6586
24.53,0,-32.28735997,36.6586
24.54,0,-32.28178193,36.6586
24.55,0,-32.27619413,36.6586
24.56,0,-32.27059664,36.6586
24.57,0,-32.26497942,36.6586
24.58,0,-32.25935242,36.6586
24.59,0,-32.25371569,36.6586
24.6,0,-32.24805926,36.6586
24.61,0,-32.24239306,36.6586
24.62,0,-32.23671714,36.6586
24.63,0,-32.23102147,36.6586
24.64,0,-32.22530608,36.6586
24.65,0,-32.21959094,36.6586
24.66,0,-32.21384606,36.6586
24.67,0,-32.20809144,36.6586
24.68,0,-32.20232706,36.6586
24.69,0,-32.19654295,36.6586
24.7,0,-32.19073912,36.6586
24.71,0,-32.18491552,36.6586
24.72,0,-32.17908219,36.6586
24.73,0,-32.1732391,36.6586
24.74,0,-32.16736623,36.6586
24.75,0,-32.16147363,36.6586
24.76,0,-32.15557128,36.6586
24.77,0,-32.14964915,36.6586
24.78,0,-32.14370728,36.6586
24.79,0,-32.13775566,36.6586
24.8,0,-32.13177425,36.6586
24.81,0,-32.12577311,36.6586
24.82,0,-32.11976216,36.6586
24.83,0,-32.11372147,36.6586
24.84,0,-32.10766099,36.6586
24.85,0,-32.10158075,36.6586
24.86,0,-32.09548075,36.6586
24.87,0,-32.08935094,36.6586
24.88,0,-32.08321135,36.6586
24.89,0,-32.07704199,36.6586
24.9,0,-32.07085283,36.6586
24.91,0,-32.06464388,36.6586
24.92,0,-32.05840518,36.6586
24.93,0,-32.05214664,36.6586
24.94,0,-32.0458583,36.6586
24.95,0,-32.03955014,36.6586
24.96,0,-32.0332222,36.6586
24.97,0,-32.02686445,36.6586
24.98,0,-32.02047686,36.6586
24.99,0,-32.01406944,36.6586
25,0,-32.00763223,36.6586
25.01,0,-32.00116515,36.6586
25.02,0,-31.99467823,36.6586
25.03,0,-31.9881615,36.6586
25.04,0,-31.98161494,36.6586
25.05,0,-31.97504851,36.6586
25.06,0,-31.96844222,36.6586
25.07,0,-31.96180607,36.6586
25.08,0,-31.95515005,36.6586
25.09,0,-31.94845414,36.6586
25.1,0,-31.94172836,36.6586
25.11,0,-31.93498269,36.6586
25.12,0,-31.92819714,36.6586
25.13,0,-31.92138165,36.6586
25.14,0,-31.91453627,36.6586
25.15,0,-31.90765101,36.6586
25.16,0,-31.9007358,36.6586
25.17,0,-31.89379067,36.6586
25.18,0,-31.88681558,36.6586
25.19,0,-31.87979055,36.6586
25.2,0,-31.87274557,36.6586
25.21,0,-31.8656606,36.6586
25.22,0,-31.85853566,36.6586
25.23,0,-31.85138077,36.6586
25.24,0,-31.84418586,36.6586
25.25,0,-31.83695096,36.6586
25.26,0,-31.82968603,36.6586
25.27,0,-31.82237111,36.6586
25.28,0,-31.81502611,36.6586
25.29,0,-31.80764111,36.6586
25.3,0,-31.80021601,36.6586
25.31,0,-31.79275084,36.6586
25.32,0,-31.78524561,36.6586
25.33,0,-31.77770031,36.6586
25.34,0,-31.77011486,36.6586
25.35,0,-31.76248928,36.6586
25.36,0,-31.75481362,36.6586
25.37,0,-31.74709779,36.6586
25.38,0,-31.73934179,36.6586
25.39,0,-31.7315356,36.6586
25.4,0,-31.72368923,36.6586
25.41,0,-31.71579266,36.6586
25.42,0,-31.7078559,36.6586
25.43,0,-31.69986888,36.6586
25.44,0,-31.69184162,36.6586
25.45,0,-31.68376402,36.6586
25.46,0,-31.67564617,36.6586
25.47,0,-31.66746803,36.6586
25.48,0,-31.65924953,36.6586
25.49,0,-31.65098073,36.6586
25.5,0,-31.64266154,36.6586
25.51,0,-31.634292,36.6586
25.52,0,-31.62587205,36.6586
25.53,0,-31.61740165,36.6586
25.54,0,-31.60888079,36.6586
25.55,0,-31.60030952,36.6586
25.56,0,-31.59168776,36.6586
25.57,0,-31.58300549,36.6586
25.58,0,-31.57427267,36.6586
25.59,0,-31.56548934,36.6586
25.6,0,-31.55664539,36.6586
25.61,0,-31.54776086,36.6586
25.62,0,-31.53880575,36.6586
25.63,0,-31.52979996,36.6586
25.64,0,-31.52074352,36.6586
25.65,0,-31.51162636,36.6586
25.66,0,-31.50244847,36.6586
25.67,0,-31.49321983,36.6586
25.68,0,-31.48393044,36.6586
25.69,0,-31.47459022,36.6586
25.7,0,-31.46518917,36.6586
25.71,0,-31.45572728,36.6586
25.72,0,-31.44619449,36.6586
25.73,0,-31.4366208,36.6586
25.74,0,-31.42697614,36.6586
25.75,0,-31.41727055,36.6586
25.76,0,-31.4075139,36.6586
25.77,0,-31.39768626,36.6586
25.78,0,-31.38779753,36.6586
25.79,0,-31.37785769,36.6586
25.801,0,-31.36784672,36.6586
25.811,0,-31.35777462,36.6586
25.821,0,-31.34764133,36.6586
25.831,0,-31.3374468,36.6586
25.841,0,-31.327191,36.6586
25.851,0,-31.31686393,36.6586
25.861,0,-31.30647553,36.6586
25.871,0,-31.29602577,36.6586
25.881,0,-31.2855246,36.6586
25.891,0,-31.27494202,36.6586
25.901,0,-31.26429799,36.6586
25.911,0,-31.25359243,36.6586
25.921,0,-31.24282535,36.6586
25.931,0,-31.23198672,36.6586
25.941,0,-31.22108652,36.6586
25.951,0,-31.21012462,36.6586
25.961,0,-31.19910108,36.6586
25.971,0,-31.18800584,36.6586
25.981,0,-31.17684885,36.6586
25.991,0,-31.1656301,36.6586
26.001,0,-31.15433953,36.6586
26.011,0,-31.14298712,36.6586
26.021,0,-31.13157283,36.6586
26.031,0,-31.12008661,36.6586
26.041,0,-31.10853844,36.6586
26.051,0,-31.09693828,36.6586
26.061,0,-31.08526611,36.6586
26.071,0,-31.07352191,36.6586
26.081,0,-31.06172559,36.6586
26.091,0,-31.04986716,36.6586
26.101,0,-31.0379366,36.6586
26.111,0,-31.02595382,36.6586
26.121,0,-31.01389883,36.6586
26.131,0,-31.00179159,36.6586
26.141,0,-30.98962205,36.6586
26.151,0,-30.97738025,36.6586
26.161,0,-30.96508611,36.6586
26.171,0,-30.95273956,36.6586
26.181,0,-30.94032064,36.6586
26.191,0,-30.92784933,36.6586
26.201,0,-30.91532553,36.6586
26.211,0,-30.90273926,36.6586
26.221,0,-30.89009052,36.6586
26.231,0,-30.87739924,36.6586
26.241,0,-30.86463542,36.6586
26.251,0,-30.85182905,36.6586
26.261,0,-30.83897006,36.6586
26.271,0,-30.8260585,36.6586
26.281,0,-30.8130943,36.6586
26.291,0,-30.8000775,36.6586
26.301,0,-30.78700803,36.6586
26.311,0,-30.77389586,36.6586
26.321,0,-30.76073106,36.6586
26.331,0,-30.74752358,36.6586
26.341,0,-30.73427336,36.6586
26.351,0,-30.72097049,36.6586
26.361,0,-30.70763488,36.6586
26.371,0,-30.6942466,36.6586
26.381,0,-30.6808256,36.6586
26.391,0,-30.66737188,36.6586
26.401,0,-30.65386547,36.6586
26.411,0,-30.64032635,36.6586
26.421,0,-30.62676454,36.6586
26.431,0,-30.61316005,36.6586
26.441,0,-30.59952288,36.6586
26.451,0,-30.58586303,36.6586
26.461,0,-30.57217056,36.6586
26.471,0,-30.55844548,36.6586
26.481,0,-30.54470777,36.6586
26.491,0,-30.53093748,36.6586
26.501,0,-30.51715462,36.6586
26.511,0,-30.50334924,36.6586
26.521,0,-30.48952136,36.6586
26.531,0,-30.47569101,36.6586
26.541,0,-30.46183822,36.6586
26.551,0,-30.44797304,36.6586
26.561,0,-30.43410549,36.6586
26.571,0,-30.42022565,36.6586
26.581,0,-30.40634351,36.6586
26.591,0,-30.39244919,36.6586
26.601,0,-32.15119896,36.6586
26.611,0,-32.14932764,36.6586
26.621,0,-32.14745633,36.6586
26.631,0,-32.14558502,36.6586
26.641,0,-32.14371373,36.6586
26.651,0,-32.14185245,36.6586
26.661,0,-32.13999117,36.6586
26.671,0,-32.13812991,36.6586
26.681,0,-32.13626865,36.6586
26.691,0,-32.13440741,36.6586
26.701,0,-32.13254617,36.6586
26.711,0,-32.13069495,36.6586
26.721,0,-32.12884374,36.6586
26.731,0,-32.12698254,36.6586
26.741,0,-32.12513135,36.6586
26.751,0,-32.12329017,36.6586
26.761,0,-32.12143901,36.6586
26.771,0,-32.11959786,36.6586
26.781,0,-32.11774672,36.6586
26.791,0,-32.1159056,36.6586
26.801,0,-32.1140645,36.6586
26.811,0,-32.1122234,36.6586
26.821,0,-32.11038233,36.6586
26.831,0,-32.10855127,36.6586
26.841,0,-32.10671023,36.6586
26.851,0,-32.1048792,36.6586
26.861,0,-32.10304819,36.6586
26.871,0,-32.1012172,36.6586
26.881,0,-32.09937623,36.6586
26.891,0,-32.09755528,36.6586
26.901,0,-32.09572434,36.6586
26.911,0,-32.09389343,36.6586
26.921,0,-32.09207254,36.6586
26.931,0,-32.09024167,36.6586
26.941,0,-32.08842082,36.6586
26.951,0,-32.08659,36.6586
26.961,0,-32.08476919,36.6586
26.971,0,-32.08294842,36.6586
26.981,0,-32.08112766,36.6586
26.991,0,-32.07931693,36.6586
27.001,0,-32.07749623,36.6586
27.011,0,-32.07567555,36.6586
27.021,0,-32.0738549,36.6586
27.031,0,-32.07204427,36.6586
27.041,0,-32.07022368,36.6586
27.051,0,-32.06841311,36.6586
27.061,0,-32.06659257,36.6586
27.071,0,-32.06478206,36.6586
27.081,0,-32.06297158,36.6586
27.091,0,-32.06115114,36.6586
27.101,0,-32.05934072,36.6586
27.111,0,-32.05753034,36.6586
27.121,0,-32.05571999,36.6586
27.131,0,-32.05390967,36.6586
27.141,0,-32.05208938,36.6586
27.151,0,-32.05027914,36.6586
27.161,0,-32.04846892,36.6586
27.171,0,-32.04665875,36.6586
27.181,0,-32.04484861,36.6586
27.191,0,-32.0430285,36.6586
27.201,0,-32.04121844,36.6586
27.211,0,-32.03940842,36.6586
27.221,0,-32.03759843,36.6586
27.231,0,-32.03578848,36.6586
27.241,0,-32.03397858,36.6586
27.251,0,-32.03215872,36.6586
27.261,0,-32.0303389,36.6586
27.271,0,-32.02852912,36.6586
27.281,0,-32.02671938,36.6586
27.291,0,-32.02489969,36.6586
27.301,0,-32.02309004,36.6586
27.311,0,-32.02127044,36.6586
27.321,0,-32.01945089,36.6586
27.331,0,-32.01763138,36.6586
27.341,0,-32.01581192,36.6586
27.351,0,-32.0139925,36.6586
27.361,0,-32.01217314,36.6586
27.371,0,-32.01034382,36.6586
27.381,0,-32.00852456,36.6586
27.391,0,-32.00670534,36.6586
27.401,0,-32.00487618,36.6586
27.411,0,-32.00304707,36.6586
27.421,0,-32.00121801,36.6586
27.431,0,-31.99938901,36.6586
27.441,0,-31.99756006,36.6586
27.451,0,-31.99572116,36.6586
27.461,0,-31.99388232,36.6586
27.471,0,-31.99205354,36.6586
27.481,0,-31.99021481,36.6586
27.491,0,-31.98836614,36.6586
27.501,0,-31.98652753,36.6586
27.511,0,-31.98467898,36.6586
27.521,0,-31.98284048,36.6586
27.531,0,-31.98099205,36.6586
27.541,0,-31.97913368,36.6586
27.551,0,-31.97728537,36.6586
27.561,0,-31.97542712,36.6586
27.571,0,-31.97356893,36.6586
27.581,0,-31.97171081,36.6586
27.591,0,-31.96985275,36.6586
27.601,0,-31.96798476,36.6586
27.611,0,-31.96611683,36.6586
27.621,0,-31.96423897,36.6586
27.631,0,-31.96237117,36.6586
27.641,0,-31.96049344,36.6586
27.651,0,-31.95861578,36.6586
27.661,0,-31.95672819,36.6586
27.671,0,-31.95485067,36.6586
27.681,0,-31.95296322,36.6586
27.691,0,-31.95106584,36.6586
27.701,0,-31.94916853,36.6586
27.711,0,-31.9472713,36.6586
27.721,0,-31.94536413,36.6586
27.731,0,-31.94345704,36.6586
27.741,0,-31.94155003,36.6586
27.751,0,-31.93964309,36.6586
27.761,0,-31.93771622,36.6586
27.771,0,-31.93579943,36.6586
27.781,0,-31.93388272,36.6586
27.791,0,-31.93194608,36.6586
27.801,0,-31.93000953,36.6586
27.811,0,-31.92808305,36.6586
27.821,0,-31.92613665,36.6586
27.831,0,-31.92419033,36.6586
27.841,0,-31.92224409,36.6586
27.851,0,-31.92028793,36.6586
27.861,0,-31.91833186,36.6586
27.871,0,-31.91636586,36.6586
27.881,0,-31.91439995,36.6586
27.891,0,-31.91242412,36.6586
27.901,0,-31.91044838,36.6586
27.911,0,-31.90846272,36.6586
27.921,0,-31.90647715,36.6586
27.931,0,-31.90449166,36.6586
27.941,0,-31.90248626,36.6586
27.951,0,-31.90048095,36.6586
27.961,0,-31.89847572,36.6586
27.971,0,-31.89646059,36.6586
27.981,0,-31.89444554,36.6586
27.991,0,-31.89242058,36.6586
28.001,0,-31.89038571,36.6586
28.011,0,-31.88835093,36.6586
28.021,0,-31.88631624,36.6586
28.031,0,-31.88426165,36.6586
28.041,0,-31.88220714,36.6586
28.051,0,-31.88015273,36.6586
28.061,0,-31.87808841,36.6586
28.071,0,-31.87601418,36.6586
28.081,0,-31.87393004,36.6586
28.091,0,-31.871856,36.6586
28.101,0,-31.86976206,36.6586
28.111,0,-31.86765821,36.6586
28.121,0,-31.86555445,36.6586
28.131,0,-31.86344079,36.6586
28.141,0,-31.86132723,36.6586
28.151,0,-31.85920376,36.6586
28.161,0,-31.85707039,36.6586
28.171,0,-31.85492711,36.6586
28.181,0,-31.85278393,36.6586
28.191,0,-31.85063085,36.6586
28.201,0,-31.84846786,36.6586
28.211,0,-31.84629498,36.6586
28.221,0,-31.84412219,36.6586
28.231,0,-31.84193949,36.6586
28.241,0,-31.8397469,36.6586
28.251,0,-31.8375444,36.6586
28.261,0,-31.83533201,36.6586
28.271,0,-31.83311971,36.6586
28.281,0,-31.8308975,36.6586
28.291,0,-31.8286654,36.6586
28.301,0,-31.82642339,36.6586
28.311,0,-31.82417148,36.6586
28.321,0,-31.82190968,36.6586
28.331,0,-31.81964796,36.6586
28.341,0,-31.81736635,36.6586
28.351,0,-31.81508483,36.6586
28.361,0,-31.81279341,36.6586
28.371,0,-31.81048208,36.6586
28.381,0,-31.80817085,36.6586
28.391,0,-31.80584972,36.6586
28.401,0,-31.80351869,36.6586
28.411,0,-31.80117775,36.6586
28.421,0,-31.7988269,36.6586
28.431,0,-31.79647615,36.6586
28.441,0,-31.79410549,36.6586
28.451,0,-31.79172493,36.6586
28.461,0,-31.78933446,36.6586
28.471,0,-31.78693408,36.6586
28.481,0,-31.78452381,36.6586
28.491,0,-31.78210362,36.6586
28.501,0,-31.77967352,36.6586
28.511,0,-31.77722351,36.6586
28.521,0,-31.7747736,36.6586
28.531,0,-31.77231377,36.6586
28.541,0,-31.76984402,36.6586
28.551,0,-31.76735437,36.6586
28.561,0,-31.7648548,36.6586
28.571,0,-31.76235532,36.6586
28.581,0,-31.75983591,36.6586
28.591,0,-31.75730659,36.6586
28.601,0,-31.75476736,36.6586
28.611,0,-31.7522082,36.6586
28.621,0,-31.74964912,36.6586
28.631,0,-31.74707011,36.6586
28.641,0,-31.74448118,36.6586
28.651,0,-31.74187232,36.6586
28.661,0,-31.73926354,36.6586
28.671,0,-31.73663482,36.6586
28.681,0,-31.73399617,36.6586
28.691,0,-31.73134759,36.6586
28.701,0,-31.72867908,36.6586
28.711,0,-31.72600062,36.6586
28.721,0,-31.72331223,36.6586
28.731,0,-31.72061389,36.6586
28.741,0,-31.71789561,36.6586
28.751,0,-31.71516738,36.6586
28.761,0,-31.71241921,36.6586
28.771,0,-31.70966109,36.6586
28.781,0,-31.70689301,36.6586
28.791,0,-31.70410498,36.6586
28.801,0,-31.70130698,36.6586
28.811,0,-31.69849903,36.6586
28.821,0,-31.69567112,36.6586
28.831,0,-31.69283324,36.6586
28.841,0,-31.68997539,36.6586
28.851,0,-31.68709757,36.6586
28.861,0,-31.68421978,36.6586
28.871,0,-31.68131201,36.6586
28.881,0,-31.67840426,36.6586
28.891,0,-31.67546652,36.6586
28.901,0,-31.6725288,36.6586
28.911,0,-31.66956109,36.6586
28.921,0,-31.66658339,36.6586
28.931,0,-31.66359569,36.6586
28.941,0,-31.66058799,36.6586
28.951,0,-31.65757029,36.6586
28.961,0,-31.65452258,36.6586
28.971,0,-31.65147487,36.6586
28.981,0,-31.653385,36.6586
28.991,0,-31.65031705,36.6586
29.001,0,-31.64723909,36.6586
29.011,0,-31.64414111,36.6586
29.021,0,-31.6410331,36.6586
29.031,0,-31.63790506,36.6586
29.041,0,-31.63476699,36.6586
29.051,0,-31.63160888,36.6586
29.061,0,-31.62843073,36.6586
29.071,0,-31.62523254,36.6586
29.081,0,-31.62202431,36.6586
29.091,0,-31.61879602,36.6586
29.101,0,-31.61555768,36.6586
29.111,0,-31.61228928,36.6586
29.121,0,-31.60901082,36.6586
29.131,0,-31.60572229,36.6586
29.141,0,-31.60240369,36.6586
29.151,0,-31.59907502,36.6586
29.161,0,-31.59572627,36.6586
29.171,0,-31.59235744,36.6586
29.181,0,-31.58896853,36.6586
29.191,0,-31.58556953,36.6586
29.201,0,-31.58215043,36.6586
29.211,0,-31.57872125,36.6586
29.221,0,-31.57526196,36.6586
29.231,0,-31.57179256,36.6586
29.241,0,-31.56829305,36.6586
29.251,0,-31.56478344,36.6586
29.261,0,-31.56126371,36.6586
29.271,0,-31.55771387,36.6586
29.281,0,-31.5541539,36.6586
29.291,0,-31.55057381,36.6586
29.301,0,-31.54696359,36.6586
29.311,0,-31.54335323,36.6586
29.321,0,-31.53971274,36.6586
29.331,0,-31.53605211,36.6586
29.341,0,-31.53238134,36.6586
29.351,0,-31.52869042,36.6586
29.361,0,-31.52497935,36.6586
29.371,0,-31.52124813,36.6586
29.381,0,-31.51749676,36.6586
29.391,0,-31.51373523,36.6586
29.401,0,-31.50994354,36.6586
29.411,0,-31.50614168,36.6586
29.421,0,-31.50231966,36.6586
29.431,0,-31.49847747,36.6586
29.441,0,-31.49461511,36.6586
29.451,0,-31.49074257,36.6586
29.461,0,-31.48683986,36.6586
29.471,0,-31.48292697,36.6586
29.481,0,-31.47899391,36.6586
29.491,0,-31.47504066,36.6586
29.501,0,-31.47106723,36.6586
29.511,0,-31.46708361,36.6586
29.521,0,-31.4630698,36.6586
29.531,0,-31.45904581,36.6586
29.541,0,-31.45500163,36.6586
29.551,0,-31.45094725,36.6586
29.561,0,-31.44686269,36.6586
29.571,0,-31.44275793,36.6586
29.581,0,-31.43864298,36.6586
29.591,0,-31.43451784,36.6586
29.601,0,-31.4303625,36.6586
29.611,0,-31.42619697,36.6586
29.621,0,-31.42200125,36.6586
29.631,0,-31.41779533,36.6586
29.641,0,-31.41357922,36.6586
29.651,0,-31.40933292,36.6586
29.661,0,-31.40507642,36.6586
29.671,0,-31.40079973,36.6586
29.681,0,-31.39651285,36.6586
29.691,0,-31.39219578,36.6586
29.701,0,-31.38786852,36.6586
29.711,0,-31.38353107,36.6586
29.721,0,-31.37917343,36.6586
29.731,0,-31.37479562,36.6586
29.741,0,-31.37039762,36.6586
29.751,0,-31.36598944,36.6586
29.761,0,-31.36157109,36.6586
29.771,0,-31.35713256,36.6586
29.781,0,-31.35267385,36.6586
29.791,0,-31.34819498,36.6586
29.801,0,-31.34370594,36.6586
29.811,0,-31.33920675,36.6586
29.821,0,-31.33468738,36.6586
29.831,0,-31.33014787,36.6586
29.841,0,-31.32559819,36.6586
29.851,0,-31.32103837,36.6586
29.861,0,-31.31645841,36.6586
29.871,0,-31.31186831,36.6586
29.881,0,-31.30725807,36.6586
29.891,0,-31.30263769,36.6586
29.901,0,-31.29800719,36.6586
29.911,0,-31.29335658,36.6586
29.921,0,-31.28869584,36.6586
29.931,0,-31.284025,36.6586
29.941,0,-31.27933404,36.6586
29.951,0,-31.27463298,36.6586
29.961,0,-31.26992184,36.6586
29.971,0,-31.2652006,36.6586
29.981,0,-31.26045928,36.6586
29.991,0,-31.25570788,36.6586
30.001,0,-31.25094642,36.6586
30.011,0,-31.24617488,36.6586
30.021,0,-31.2413933,36.6586
30.031,0,-31.23660165,36.6586
30.041,0,-31.23178996,36.6586
30.051,0,-31.22697823,36.6586
30.061,0,-31.22214647,36.6586
30.071,0,-31.21731467,36.6586
30.081,0,-31.21246286,36.6586
30.091,0,-31.20761104,36.6586
30.101,0,-31.2027492,36.6586
30.111,0,-31.19786738,36.6586
30.121,0,-31.19298556,36.6586
30.131,0,-31.18809376,36.6586
30.141,0,-31.183192,36.6586
30.151,0,-31.17828026,36.6586
30.161,0,-31.17336856,36.6586
30.171,0,-31.16843692,36.6586
30.181,0,-31.16350533,36.6586
30.191,0,-31.15857382,36.6586
30.201,0,-31.15362238,36.6586
30.211,0,-31.14867101,36.6586
30.221,0,-31.14370975,36.6586
30.231,0,-31.13873858,36.6586
30.241,0,-31.13376752,36.6586
30.251,0,-31.12878659,36.6586
30.261,0,-31.12380577,36.6586
30.271,0,-31.1188151,36.6586
30.281,0,-31.11382456,36.6586
30.291,0,-31.10882417,36.6586
30.301,0,-31.10382395,36.6586
