Flight Time Rounded (s),Thrust (lb),Accel (ft/sec^2),Weight (lb)
30.641,0,-30.93248161,36.6586
30.651,0,-30.92743214,36.6586
30.661,0,-30.92239311,36.6586
30.671,0,-30.91734452,36.6586
30.681,0,-30.91230637,36.6586
30.691,0,-30.90725867,36.6586
30.701,0,-30.90222143,36.6586
30.711,0,-30.89717464,36.6586
30.721,0,-30.89213832,36.6586
30.731,0,-30.88709246,36.6586
30.741,0,-30.88205707,36.6586
30.751,0,-30.87701216,36.6586
30.761,0,-30.87197772,36.6586
30.771,0,-30.86693377,36.6586
30.781,0,-30.8619003,36.6586
30.791,0,-30.85685731,36.6586
30.801,0,-30.85181481,36.6586
30.811,0,-30.8467828,36.6586
30.821,0,-30.84173128,36.6586
30.831,0,-30.83670024,36.6586
30.841,0,-30.8316497,36.6586
30.851,0,-30.82660964,36.6586
30.861,0,-30.82157009,36.6586
30.871,0,-30.81652101,36.6586
30.881,0,-30.81147243,36.6586
30.891,0,-30.80642434,36.6586
30.901,0,-30.80137672,36.6586
30.911,0,-30.7963296,36.6586
30.921,0,-30.79127295,36.6586
30.931,0,-30.78620678,36.6586
30.941,0,-30.78115109,36.6586
30.951,0,-30.77608586,36.6586
30.961,0,-30.7710211,36.6586
30.971,0,-30.76594679,36.6586
30.981,0,-30.76087295,36.6586
30.991,0,-30.75579954,36.6586
31.001,0,-30.75071658,36.6586
31.011,0,-30.74562405,36.6586
31.021,0,-30.74053195,36.6586
31.031,0,-30.73543026,36.6586
31.041,0,-30.73032899,36.6586
31.051,0,-30.72521811,36.6586
31.061,0,-30.72010763,36.6586
31.071,0,-30.71497752,36.6586
31.081,0,-30.70984777,36.6586
31.091,0,-30.70470839,36.6586
31.101,0,-30.69955934,36.6586
31.111,0,-30.69441063,36.6586
31.121,0,-30.68924223,36.6586
31.131,0,-30.68407415,36.6586
31.141,0,-30.67888634,36.6586
31.151,0,-30.67369881,36.6586
31.161,0,-30.66849153,36.6586
31.171,0,-30.6632845,36.6586
31.181,0,-30.65806769,36.6586
31.191,0,-30.65283109,36.6586
31.201,0,-30.64758468,36.6586
31.211,0,-30.64232844,36.6586
31.221,0,-30.63705236,36.6586
31.231,0,-30.63177642,36.6586
31.241,0,-30.6264806,36.6586
31.251,0,-30.62117488,36.6586
31.261,0,-30.61584923,36.6586
31.271,0,-30.61051364,36.6586
31.281,0,-30.60515809,36.6586
31.291,0,-30.59979255,36.6586
31.301,0,-30.59441699,36.6586
31.311,0,-30.5890214,36.6586
31.321,0,-30.58360576,36.6586
31.331,0,-30.57818004,36.6586
31.341,0,-30.57273421,36.6586
31.351,0,-30.56725826,36.6586
31.361,0,-30.56178215,36.6586
31.371,0,-30.55628587,36.6586
31.381,0,-30.55076937,36.6586
31.391,0,-30.54522266,36.6586
31.401,0,-30.5396657,36.6586
31.411,0,-30.53408846,36.6586
31.421,0,-30.52850091,36.6586
31.431,0,-30.52288304,36.6586
31.441,0,-30.51725482,36.6586
31.451,0,-30.51159622,36.6586
31.461,0,-30.50591723,36.6586
31.471,0,-30.50021781,36.6586
31.481,0,-30.49449794,36.6586
31.491,0,-30.48875761,36.6586
31.501,0,-30.48299677,36.6586
31.511,0,-30.47720541,36.6586
31.521,0,-30.47140351,36.6586
31.531,0,-30.46557105,36.6586
31.541,0,-30.459718,36.6586
31.551,0,-30.45383436,36.6586
31.561,0,-30.44793007,36.6586
31.571,0,-30.44201514,36.6586
31.581,0,-30.43606955,36.6586
31.591,0,-30.43009327,36.6586
31.601,0,-30.42409629,36.6586
31.611,0,-30.41807858,36.6586
31.621,0,-30.41204014,36.6586
31.631,0,-30.40597094,36.6586
31.641,0,-30.39987099,36.6586
31.651,0,-30.39376025,36.6586
31.661,0,-30.38761873,36.6586
31.671,0,-30.38145639,36.6586
31.681,0,-30.37526325,36.6586
31.691,0,-30.36904928,36.6586
31.701,0,-30.36281448,36.6586
31.711,0,-30.35654884,36.6586
31.721,0,-30.35026235,36.6586
31.731,0,-30.34394502,36.6586
31.741,0,-30.33760684,36.6586
31.751,0,-30.3312478,36.6586
31.761,0,-30.3248679,36.6586
31.771,0,-30.31845715,36.6586
31.781,0,-30.31201555,36.6586
31.791,0,-30.30556309,36.6586
31.801,0,-30.29908979,36.6586
31.811,0,-30.29258564,36.6586
31.821,0,-30.28606066,36.6586
31.831,0,-30.27950485,36.6586
31.841,0,-30.27293822,36.6586
31.851,0,-30.26634078,36.6586
31.861,0,-30.25972255,36.6586
31.871,0,-30.25308353,36.6586
31.881,0,-30.24642374,36.6586
31.891,0,-30.23974319,36.6586
31.901,0,-30.23304191,36.6586
31.911,0,-30.22631991,36.6586
31.921,0,-30.2195672,36.6586
31.931,0,-30.21280382,36.6586
31.941,0,-30.20601977,36.6586
31.951,0,-30.19921508,36.6586
31.961,0,-30.19239977,36.6586
31.971,0,-30.18555387,36.6586
31.981,0,-30.17869741,36.6586
31.991,0,-30.1718204,36.6586
32.001,0,-30.16493287,36.6586
32.011,0,-30.15801487,36.6586
32.021,0,-30.15109639,36.6586
32.031,0,-30.14414749,36.6586
32.041,0,-30.13719819,36.6586
32.051,0,-30.13021852,36.6586
32.061,0,-30.12323851,36.6586
32.071,0,-30.1162282,36.6586
32.081,0,-30.10921761,36.6586
32.091,0,-30.10218678,36.6586
32.101,0,-30.09514574,36.6586
32.111,0,-30.08810453,36.6586
32.121,0,-30.08104316,36.6586
32.131,0,-30.07396171,36.6586
32.141,0,-30.06688017,36.6586
32.151,0,-30.0597886,36.6586
32.161,0,-30.05268701,36.6586
32.171,0,-30.04557546,36.6586
32.181,0,-30.03845395,36.6586
32.191,0,-30.03133255,36.6586
32.201,0,-30.02419127,36.6586
32.211,0,-30.01705018,36.6586
32.221,0,-30.00989926,36.6586
32.231,0,-30.00274859,36.6586
32.241,0,-29.99558818,36.6586
32.251,0,-29.98842808,36.6586
32.261,0,-29.98125832,36.6586
32.271,0,-29.97408893,36.6586
32.281,0,-29.96691994,36.6586
32.291,0,-29.95974139,36.6586
32.301,0,-29.95256331,36.6586
32.311,0,-29.94537574,36.6586
32.321,0,-29.93819871,36.6586
32.331,0,-29.93102223,36.6586
32.341,0,-29.92383636,36.6586
32.351,0,-29.91665111,36.6586
32.361,0,-29.90946652,36.6586
32.371,0,-29.90229261,36.6586
32.381,0,-29.89510942,36.6586
32.391,0,-29.88793696,36.6586
32.401,0,-29.88075529,36.6586
32.411,0,-29.87358439,36.6586
32.421,0,-29.86641432,36.6586
32.431,0,-29.85924508,36.6586
32.441,0,-29.85208672,36.6586
32.451,0,-29.84491924,36.6586
32.461,0,-29.83776268,36.6586
32.471,0,-29.83060704,36.6586
32.481,0,-29.82346236,36.6586
32.491,0,-29.81631865,36.6586
32.501,0,-29.80917592,36.6586
32.511,0,-29.8020442,36.6586
32.521,0,-29.7949135,36.6586
32.531,0,-29.78779382,36.6586
32.541,0,-29.78067521,36.6586
32.551,0,-29.77355764,36.6586
32.561,0,-29.76645117,36.6586
32.571,0,-29.75934576,36.6586
32.581,0,-29.75224145,36.6586
32.591,0,-29.74514824,36.6586
32.601,0,-29.73805613,36.6586
32.611,0,-29.73097514,36.6586
32.621,0,-29.72389526,36.6586
32.631,0,-29.71682649,36.6586
32.641,0,-29.70975884,36.6586
32.651,0,-29.70269232,36.6586
32.661,0,-29.69563691,36.6586
32.671,0,-29.68858262,36.6586
32.681,0,-29.68152943,36.6586
32.691,0,-29.67447736,36.6586
32.701,0,-29.66743637,36.6586
32.711,0,-29.66039647,36.6586
32.721,0,-29.65335766,36.6586
32.731,0,-29.6463299,36.6586
32.741,0,-29.63929321,36.6586
32.751,0,-29.63225755,36.6586
32.761,0,-29.62523291,36.6586
32.771,0,-29.61819927,36.6586
32.781,0,-29.61117661,36.6586
32.791,0,-29.60414492,36.6586
32.801,0,-29.59712415,36.6586
32.811,0,-29.59009429,36.6586
32.821,0,-29.58306533,36.6586
32.831,0,-29.57602722,36.6586
32.841,0,-29.56899994,36.6586
32.85,0,-29.56196345,36.6586
32.86,0,-29.55491772,36.6586
32.87,0,-29.54787272,36.6586
32.88,0,-29.54082841,36.6586
32.89,0,-29.53377474,36.6586
32.9,0,-29.52672169,36.6586
32.91,0,-29.51965921,36.6586
32.92,0,-29.51258725,36.6586
32.93,0,-29.50550579,36.6586
32.94,0,-29.49842477,36.6586
32.95,0,-29.49132412,36.6586
32.96,0,-29.48422381,36.6586
32.97,0,-29.47711382,36.6586
32.98,0,-29.46998405,36.6586
32.99,0,-29.46285447,36.6586
33,0,-29.45570503,36.6586
33.01,0,-29.44855569,36.6586
33.02,0,-29.44138639,36.6586
33.03,0,-29.43419706,36.6586
33.04,0,-29.42700765,36.6586
33.05,0,-29.41978812,36.6586
33.06,0,-29.4125584,36.6586
33.07,0,-29.40531843,36.6586
33.08,0,-29.39805817,36.6586
33.09,0,-29.39078754,36.6586
33.1,0,-29.38350642,36.6586
33.11,0,-29.37643358,36.6586
33.12,0,-29.36935018,36.6586
33.13,0,-29.36223619,36.6586
33.14,0,-29.35512154,36.6586
33.15,0,-29.34797617,36.6586
33.16,0,-29.34081003,36.6586
33.17,0,-29.33363307,36.6586
33.18,0,-29.32643524,36.6586
33.19,0,-29.31921649,36.6586
33.2,0,-29.31196676,36.6586
33.21,0,-29.30470599,36.6586
33.22,0,-29.29742418,36.6586
33.23,0,-29.29011123,36.6586
33.24,0,-29.28278713,36.6586
33.25,0,-29.27543182,36.6586
33.26,0,-29.2680653,36.6586
33.27,0,-29.26066748,36.6586
33.28,0,-29.25324836,36.6586
33.29,0,-29.24580787,36.6586
33.3,0,-29.23834604,36.6586
33.31,0,-29.2308528,36.6586
33.32,0,-29.22333814,36.6586
33.33,0,-29.21580204,36.6586
33.34,0,-29.20823449,36.6586
33.35,0,-29.20066543,36.6586
33.36,0,-29.19304491,36.6586
33.37,0,-29.18542288,36.6586
33.38,0,-29.17776935,36.6586
33.39,0,-29.17008432,36.6586
33.4,0,-29.16238779,36.6586
33.41,0,-29.15465974,36.6586
33.42,0,-29.14691021,36.6586
33.43,0,-29.13913919,36.6586
33.44,0,-29.1313467,36.6586
33.45,0,-29.12352276,36.6586
33.46,0,-29.11568738,36.6586
33.47,0,-29.10782059,36.6586
33.48,0,-29.09994241,36.6586
33.49,0,-29.09204287,36.6586
33.5,0,-29.08411202,36.6586
33.51,0,-29.07616987,36.6586
33.52,0,-29.06820647,36.6586
33.53,0,-29.06022186,36.6586
33.54,0,-29.05221609,36.6586
33.55,0,-29.04419918,36.6586
33.56,0,-29.03615122,36.6586
33.57,0,-29.0281022,36.6586
33.58,0,-29.02002223,36.6586
33.59,0,-29.01193134,36.6586
33.6,0,-29.00381958,36.6586
33.61,0,-28.99570703,36.6586
33.62,0,-28.98756374,36.6586
33.63,0,-28.97941975,36.6586
33.64,0,-28.97125516,36.6586
33.65,0,-28.96308002,36.6586
33.66,0,-28.95488437,36.6586
33.67,0,-28.94668832,36.6586
33.68,0,-28.9384819,36.6586
33.69,0,-28.93025521,36.6586
33.7,0,-28.92202828,36.6586
33.71,0,-28.91378123,36.6586
33.72,0,-28.90553408,36.6586
33.73,0,-28.89728692,36.6586
33.74,0,-28.88901981,36.6586
33.75,0,-28.88076283,36.6586
33.76,0,-28.87248604,36.6586
33.77,0,-28.8642095,36.6586
33.78,0,-28.85592329,36.6586
33.79,0,-28.84763748,36.6586
33.8,0,-28.83935211,36.6586
33.81,0,-28.83106728,36.6586
33.82,0,-28.82277303,36.6586
33.83,0,-28.81448943,36.6586
33.84,0,-28.80619656,36.6586
33.85,0,-28.79790446,36.6586
33.86,0,-28.78961319,36.6586
33.87,0,-28.78132281,36.6586
33.88,0,-28.77304338,36.6586
33.89,0,-28.76475495,36.6586
33.9,0,-28.75647756,36.6586
33.91,0,-28.74820129,36.6586
33.92,0,-28.73992617,36.6586
33.93,0,-28.73166226,36.6586
33.94,0,-28.72338958,36.6586
33.95,0,-28.71513818,36.6586
33.96,0,-28.70688811,36.6586
33.97,0,-28.6986394,36.6586
33.98,0,-28.6903921,36.6586
33.99,0,-28.68216621,36.6586
34,0,-28.6739418,36.6586
34.01,0,-28.66571886,36.6586
34.02,0,-28.65749743,36.6586
34.03,0,-28.64929754,36.6586
34.04,0,-28.64109919,36.6586
34.05,0,-28.6329124,36.6586
34.06,0,-28.62471722,36.6586
34.07,0,-28.61654361,36.6586
34.08,0,-28.60837162,36.6586
34.09,0,-28.60021121,36.6586
34.1,0,-28.59205243,36.6586
34.11,0,-28.58390525,36.6586
34.12,0,-28.57576966,36.6586
34.13,0,-28.56762568,36.6586
34.14,0,-28.55950326,36.6586
34.15,0,-28.55138243,36.6586
34.16,0,-28.54326314,36.6586
34.17,0,-28.5351554,36.6586
34.18,0,-28.52704917,36.6586
34.19,0,-28.51895442,36.6586
34.2,0,-28.51086112,36.6586
34.21,0,-28.50276926,36.6586
34.22,0,-28.49468876,36.6586
34.23,0,-28.48659963,36.6586
34.24,0,-28.47852182,36.6586
34.25,0,-28.47044525,36.6586
34.26,0,-28.46236992,36.6586
34.27,0,-28.45429574,36.6586
34.28,0,-28.44622268,36.6586
34.29,0,-28.43815068,36.6586
34.3,0,-28.43006966,36.6586
34.31,0,-28.42199958,36.6586
34.32,0,-28.41392038,36.6586
34.33,0,-28.40585199,36.6586
34.34,0,-28.39776434,36.6586
34.35,0,-28.38967734,36.6586
34.36,0,-28.38159093,36.6586
34.37,0,-28.37349504,36.6586
34.38,0,-28.36539958,36.6586
34.39,0,-28.35729449,36.6586
34.4,0,-28.34917969,36.6586
34.41,0,-28.34105506,36.6586
34.42,0,-28.33293054,36.6586
34.43,0,-28.32479608,36.6586
34.44,0,-28.31664156,36.6586
34.45,0,-28.30848688,36.6586
34.46,0,-28.300312,36.6586
34.47,0,-28.29213679,36.6586
34.48,0,-28.2839412,36.6586
34.49,0,-28.27573512,36.6586
34.5,0,-28.26751847,36.6586
34.51,0,-28.25928119,36.6586
34.52,0,-28.25103316,36.6586
34.53,0,-28.24276432,36.6586
34.54,0,-28.23448457,36.6586
34.55,0,-28.22618385,36.6586
34.56,0,-28.21787209,36.6586
34.57,0,-28.20953918,36.6586
34.58,0,-28.2011851,36.6586
34.59,0,-28.19281974,36.6586
34.6,0,-28.18443304,36.6586
34.61,0,-28.17602492,36.6586
34.62,0,-28.16759536,36.6586
34.63,0,-28.15915428,36.6586
34.64,0,-28.15068165,36.6586
34.65,0,-28.14219739,36.6586
34.66,0,-28.13369148,36.6586
34.67,0,-28.12516386,36.6586
34.68,0,-28.1166145,36.6586
34.69,0,-28.10805337,36.6586
34.7,0,-28.09946047,36.6586
34.71,0,-28.09084575,36.6586
34.72,0,-28.0822092,36.6586
34.73,0,-28.07355082,36.6586
34.74,0,-28.06488058,36.6586
34.75,0,-28.05617851,36.6586
34.76,0,-28.04746459,36.6586
34.77,0,-28.03871884,36.6586
34.78,0,-28.02996128,36.6586
34.79,0,-28.02118192,36.6586
34.8,0,-28.01238077,36.6586
34.81,0,-28.0035579,36.6586
34.82,0,-27.99472331,36.6586
34.83,0,-27.98586703,36.6586
34.84,0,-27.97698915,36.6586
34.85,0,-27.96808971,36.6586
34.86,0,-27.95917873,36.6586
34.87,0,-27.95024628,36.6586
34.88,0,-27.94129244,36.6586
34.89,0,-27.93232725,36.6586
34.9,0,-27.9233508,36.6586
34.91,0,-27.91435316,36.6586
34.92,0,-27.90534438,36.6586
34.93,0,-27.89632456,36.6586
34.94,0,-27.88728379,36.6586
34.95,0,-27.87823214,36.6586
34.96,0,-27.86916971,36.6586
34.97,0,-27.86009655,36.6586
34.98,0,-27.85101282,36.6586
34.99,0,-27.84190853,36.6586
35,0,-27.83280382,36.6586
35.01,0,-27.82369877,36.6586
35.02,0,-27.8145735,36.6586
35.03,0,-27.80544807,36.6586
35.04,0,-27.79630261,36.6586
35.05,0,-27.78716718,36.6586
35.06,0,-27.77802187,36.6586
35.07,0,-27.76886682,36.6586
35.08,0,-27.75971206,36.6586
35.09,0,-27.75046817,36.6586
35.1,0,-27.74120488,36.6586
35.11,0,-27.73194219,36.6586
35.12,0,-27.72268016,36.6586
35.13,0,-27.71340892,36.6586
35.14,0,-27.70414852,36.6586
35.15,0,-27.69487907,36.6586
35.16,0,-27.6856206,36.6586
35.17,0,-27.67635326,36.6586
35.18,0,-27.66708706,36.6586
35.19,0,-27.6578321,36.6586
35.2,0,-27.64856843,36.6586
35.21,0,-27.63931611,36.6586
35.22,0,-27.63006523,36.6586
35.23,0,-27.62081581,36.6586
35.24,0,-27.61157794,36.6586
35.25,0,-27.60234163,36.6586
35.26,0,-27.59310697,36.6586
35.27,0,-27.58388394,36.6586
35.28,0,-27.57466263,36.6586
35.29,0,-27.56545306,36.6586
35.3,0,-27.55624521,36.6586
35.31,0,-27.54703918,36.6586
35.32,0,-27.53784494,36.6586
35.33,0,-27.52865253,36.6586
35.34,0,-27.51946194,36.6586
35.35,0,-27.51028317,36.6586
35.36,0,-27.50110623,36.6586
35.37,0,-27.4919411,36.6586
35.38,0,-27.48277783,36.6586
35.39,0,-27.47362632,36.6586
35.4,0,-27.4644766,36.6586
35.41,0,-27.45532864,36.6586
35.42,0,-27.44618244,36.6586
35.43,0,-27.43704789,36.6586
35.44,0,-27.42791503,36.6586
35.45,0,-27.41878377,36.6586
35.46,0,-27.4096541,36.6586
35.47,0,-27.40053593,36.6586
35.48,0,-27.39141923,36.6586
35.49,0,-27.38229395,36.6586
35.5,0,-27.37318,36.6586
35.51,0,-27.36406732,36.6586
35.52,0,-27.35495582,36.6586
35.53,0,-27.34584548,36.6586
35.54,0,-27.33672615,36.6586
35.55,0,-27.32760782,36.6586
35.56,0,-27.31849036,36.6586
35.57,0,-27.30937367,36.6586
35.58,0,-27.3002477,36.6586
35.59,0,-27.29112232,36.6586
35.6,0,-27.28198746,36.6586
35.61,0,-27.27284302,36.6586
35.62,0,-27.26369888,36.6586
35.63,0,-27.25455493,36.6586
35.64,0,-27.24540111,36.6586
35.65,0,-27.2362273,36.6586
35.66,0,-27.22705337,36.6586
35.67,0,-27.21786926,36.6586
35.68,0,-27.20868485,36.6586
35.69,0,-27.19948002,36.6586
35.7,0,-27.19026468,36.6586
35.71,0,-27.18103873,36.6586
35.72,0,-27.17180209,36.6586
35.73,0,-27.16254464,36.6586
35.74,0,-27.15328627,36.6586
35.75,0,-27.14400692,36.6586
35.76,0,-27.13471646,36.6586
35.77,0,-27.12541485,36.6586
35.78,0,-27.11609197,36.6586
35.79,0,-27.10675775,36.6586
35.8,0,-27.09740214,36.6586
35.81,0,-27.08803501,36.6586
35.82,0,-27.07865635,36.6586
35.83,0,-27.06924609,36.6586
35.84,0,-27.05982416,36.6586
35.85,0,-27.0503905,36.6586
35.86,0,-27.04093509,36.6586
35.87,0,-27.0314579,36.6586
35.88,0,-27.02196886,36.6586
35.89,0,-27.01245797,36.6586
35.9,0,-27.00292517,36.6586
35.91,0,-26.99338049,36.6586
35.92,0,-26.98381391,36.6586
35.93,0,-26.97423542,36.6586
35.94,0,-26.96463503,36.6586
35.95,0,-26.95502279,36.6586
35.96,0,-26.94538864,36.6586
35.97,0,-26.93573266,36.6586
35.98,0,-26.92606486,36.6586
35.99,0,-26.91638531,36.6586
36,0,-26.90668402,36.6586
36.01,0,-26.89696105,36.6586
36.02,0,-26.88723645,36.6586
36.03,0,-26.87748031,36.6586
36.04,0,-26.86771267,36.6586
36.05,0,-26.85793358,36.6586
36.06,0,-26.84814314,36.6586
36.07,0,-26.83834146,36.6586
36.08,0,-26.82851858,36.6586
36.09,0,-26.81868461,36.6586
36.1,0,-26.8088396,36.6586
36.11,0,-26.79898372,36.6586
36.12,0,-26.789117,36.6586
36.13,0,-26.77923961,36.6586
36.14,0,-26.76936158,36.6586
36.15,0,-26.75946304,36.6586
36.16,0,-26.74956412,36.6586
36.17,0,-26.7396449,36.6586
36.18,0,-26.72972551,36.6586
36.19,0,-26.71980601,36.6586
36.2,0,-26.70988654,36.6586
36.21,0,-26.69994722,36.6586
36.22,0,-26.69000815,36.6586
36.23,0,-26.68006944,36.6586
36.24,0,-26.67012117,36.6586
36.25,0,-26.66017344,36.6586
36.26,0,-26.65022637,36.6586
36.27,0,-26.64028006,36.6586
36.28,0,-26.63033458,36.6586
36.29,0,-26.62038005,36.6586
36.3,0,-26.61042658,36.6586
36.31,0,-26.6004742,36.6586
36.32,0,-26.59052302,36.6586
36.33,0,-26.58058308,36.6586
36.34,0,-26.5706345,36.6586
36.35,0,-26.56068736,36.6586
36.36,0,-26.55075164,36.6586
36.37,0,-26.54081748,36.6586
36.38,0,-26.53087494,36.6586
36.39,0,-26.520954,36.6586
36.4,0,-26.51102474,36.6586
36.41,0,-26.50110717,36.6586
36.42,0,-26.4911814,36.6586
36.43,0,-26.48126738,36.6586
36.44,0,-26.47136514,36.6586
36.45,0,-26.46145472,36.6586
36.46,0,-26.45155614,36.6586
36.47,0,-26.44165934,36.6586
36.48,0,-26.43177436,36.6586
36.49,0,-26.42189116,36.6586
36.5,0,-26.41200979,36.6586
36.51,0,-26.40212019,36.6586
36.52,0,-26.39225232,36.6586
36.53,0,-26.38238614,36.6586
36.54,0,-26.37251166,36.6586
36.55,0,-26.36264877,36.6586
36.56,0,-26.35278746,36.6586
36.57,0,-26.34292768,36.6586
36.58,0,-26.33306935,36.6586
36.59,0,-26.3232224,36.6586
36.6,0,-26.31335681,36.6586
36.61,0,-26.3035124,36.6586
36.62,0,-26.2936492,36.6586
36.63,0,-26.28379707,36.6586
36.64,0,-26.27394591,36.6586
36.65,0,-26.26409567,36.6586
36.66,0,-26.25422625,36.6586
36.67,0,-26.24437752,36.6586
36.68,0,-26.23450941,36.6586
36.69,0,-26.22464181,36.6586
36.7,0,-26.21476459,36.6586
36.71,0,-26.20489766,36.6586
36.72,0,-26.19501092,36.6586
36.73,0,-26.1851243,36.6586
36.74,0,-26.17522761,36.6586
36.75,0,-26.16532078,36.6586
36.76,0,-26.1554137,36.6586
36.77,0,-26.14550623,36.6586
36.78,0,-26.13556835,36.6586
36.79,0,-26.12563987,36.6586
36.8,0,-26.1157007,36.6586
36.81,0,-26.10574079,36.6586
36.82,0,-26.09577,36.6586
36.83,0,-26.08579824,36.6586
36.84,0,-26.07580542,36.6586
36.85,0,-26.06581144,36.6586
36.86,0,-26.05579624,36.6586
36.87,0,-26.04576974,36.6586
36.88,0,-26.03573186,36.6586
36.89,0,-26.02567252,36.6586
36.9,0,-26.01561165,36.6586
36.91,0,-26.00552926,36.6586
36.92,0,-25.99543522,36.6586
36.93,0,-25.98532954,36.6586
36.94,0,-25.97520215,36.6586
36.95,0,-25.96506306,36.6586
36.96,0,-25.95491219,36.6586
36.97,0,-25.94474961,36.6586
36.98,0,-25.93456525,36.6586
36.99,0,-25.92436907,36.6586
37,0,-25.91416118,36.6586
37.01,0,-25.90393152,36.6586
37.02,0,-25.89369014,36.6586
37.03,0,-25.88344705,36.6586
37.04,0,-25.87317228,36.6586
37.05,0,-25.86289587,36.6586
37.06,0,-25.85259789,36.6586
37.07,0,-25.84229838,36.6586
37.08,0,-25.83197741,36.6586
37.09,0,-25.82164504,36.6586
37.1,0,-25.81131135,36.6586
37.11,0,-25.80094639,36.6586
37.12,0,-25.79058029,36.6586
37.13,0,-25.78021305,36.6586
37.14,0,-25.76982485,36.6586
37.15,0,-25.75943574,36.6586
37.16,0,-25.74902583,36.6586
37.17,0,-25.7386152,36.6586
37.18,0,-25.72820396,36.6586
37.19,0,-25.71777227,36.6586
37.2,0,-25.70734018,36.6586
37.21,0,-25.69690777,36.6586
37.22,0,-25.68646518,36.6586
37.23,0,-25.67600256,36.6586
37.24,0,-25.66554996,36.6586
37.25,0,-25.65508754,36.6586
37.26,0,-25.64462536,36.6586
37.27,0,-25.63416353,36.6586
37.28,0,-25.62369218,36.6586
37.29,0,-25.6132214,36.6586
37.3,0,-25.60274129,36.6586
37.31,0,-25.59227192,36.6586
37.32,0,-25.58179341,36.6586
37.33,0,-25.57131585,36.6586
37.34,0,-25.56083936,36.6586
37.35,0,-25.55036391,36.6586
37.36,0,-25.53989967,36.6586
37.37,0,-25.52942669,36.6586
37.38,0,-25.51895505,36.6586
37.39,0,-25.50848473,36.6586
37.4,0,-25.49802588,36.6586
37.41,0,-25.48755853,36.6586
37.42,0,-25.47709273,36.6586
37.43,0,-25.46663846,36.6586
37.44,0,-25.45618578,36.6586
37.45,0,-25.44572474,36.6586
37.46,0,-25.43528531,36.6586
37.47,0,-25.42482756,36.6586
37.48,0,-25.41439146,36.6586
37.49,0,-25.40393702,36.6586
37.5,0,-25.39350417,36.6586
37.51,0,-25.383063,36.6586
37.52,0,-25.37263339,36.6586
37.53,0,-25.36219537,36.6586
37.54,0,-25.35176891,36.6586
37.55,0,-25.34134394,36.6586
37.56,0,-25.33091041,36.6586
37.57,0,-25.32049828,36.6586
37.58,0,-25.3100675,36.6586
37.59,0,-25.29964799,36.6586
37.6,0,-25.2892297,36.6586
37.61,0,-25.27881254,36.6586
37.62,0,-25.2683964,36.6586
37.63,0,-25.25797127,36.6586
37.64,0,-25.24754703,36.6586
37.65,0,-25.2371236,36.6586
37.66,0,-25.22670082,36.6586
37.67,0,-25.21627867,36.6586
37.68,0,-25.20584704,36.6586
37.69,0,-25.19540581,36.6586
37.7,0,-25.18497487,36.6586
37.71,0,-25.17453414,36.6586
37.72,0,-25.16408349,36.6586
37.73,0,-25.15362285,36.6586
37.74,0,-25.14316206,36.6586
37.75,0,-25.13270106,36.6586
37.76,0,-25.12222974,36.6586
37.77,0,-25.11175798,36.6586
37.78,0,-25.1012757,36.6586
37.79,0,-25.09078281,36.6586
37.8,0,-25.08027916,36.6586
37.81,0,-25.06977472,36.6586
37.82,0,-25.05924941,36.6586
37.83,0,-25.04872307,36.6586
37.84,0,-25.03819567,36.6586
37.85,0,-25.0276372,36.6586
37.86,0,-25.01707748,36.6586
37.87,0,-25.00651651,36.6586
37.88,0,-24.99593419,36.6586
37.89,0,-24.9853405,36.6586
37.9,0,-24.97474541,36.6586
37.91,0,-24.96412885,36.6586
37.92,0,-24.9535108,36.6586
37.93,0,-24.94287124,36.6586
37.94,0,-24.93222018,36.6586
37.95,0,-24.92156757,36.6586
37.96,0,-24.91090341,36.6586
37.97,0,-24.90021773,36.6586
37.98,0,-24.88953051,36.6586
37.99,0,-24.87882181,36.6586
38,0,-24.86811163,36.6586
38.01,0,-24.85738996,36.6586
38.02,0,-24.84665697,36.6586
38.03,0,-24.83590259,36.6586
38.04,0,-24.82515686,36.6586
38.05,0,-24.81438996,36.6586
38.06,0,-24.80361183,36.6586
38.07,0,-24.79283258,36.6586
38.08,0,-24.78204232,36.6586
38.09,0,-24.7712411,36.6586
38.1,0,-24.76043897,36.6586
38.11,0,-24.74962605,36.6586
38.12,0,-24.73880247,36.6586
38.13,0,-24.72796825,36.6586
38.14,0,-24.71713352,36.6586
38.15,0,-24.70629838,36.6586
38.16,0,-24.69544299,36.6586
38.17,0,-24.68458735,36.6586
38.18,0,-24.67373158,36.6586
38.19,0,-24.66286582,36.6586
38.2,0,-24.65201013,36.6586
38.21,0,-24.64113465,36.6586
38.22,0,-24.63026943,36.6586
38.23,0,-24.61939461,36.6586
38.24,0,-24.60852027,36.6586
38.25,0,-24.59763654,36.6586
38.26,0,-24.58675344,36.6586
38.27,0,-24.57588106,36.6586
38.28,0,-24.56499952,36.6586
38.29,0,-24.55411888,36.6586
38.3,0,-24.54323924,36.6586
38.31,0,-24.53235069,36.6586
38.32,0,-24.52147317,36.6586
38.33,0,-24.51059685,36.6586
38.34,0,-24.49971175,36.6586
38.35,0,-24.4888379,36.6586
38.36,0,-24.47796538,36.6586
38.37,0,-24.46709417,36.6586
38.38,0,-24.45622435,36.6586
38.39,0,-24.44535594,36.6586
