Flight_Time_(s),Temperature_(F),Baro_Press_(atm),Velocity_Up,Velocity_DR,Velocity_CR,Tilt_Angle_(deg),Baro_Altitude_ASL_(feet)
193.6,66.3,0.8713,-336,1221,1165,160.4,3762.2
193.62,66.3,0.8713,-336,1221,1165,159.9,3762.8
193.64,66.3,0.8716,-336,1221,1164,157.9,3754.8
193.66,66.3,0.8716,-337,1221,1164,155,3754.8
193.68,66.3,0.8716,-336,1221,1163,151.8,3753.5
193.7,66.3,0.8716,-336,1221,1161,148.7,3753.5
193.72,66.3,0.8716,-335,1222,1160,146,3753.5
193.74,66.3,0.8716,-334,1222,1159,144,3753.5
193.76,66.3,0.8717,-333,1222,1157,142.9,3750.4
193.78,66.3,0.8717,-332,1223,1156,142.5,3750.4
193.8,66.3,0.8717,-331,1223,1154,142.9,3750.4
193.82,66.3,0.8717,-330,1223,1153,143.8,3750.4
193.84,66.3,0.8718,-330,1223,1152,145,3747.3
193.86,66.3,0.8718,-329,1223,1151,146.5,3747.3
193.88,66.3,0.8719,-329,1223,1150,147.8,3744.3
193.9,66.3,0.8719,-329,1222,1149,148.9,3744.3
193.92,66.3,0.8718,-330,1222,1149,149.4,3747.3
193.94,66.3,0.8718,-330,1222,1148,149.2,3747.3
193.96,66.3,0.8716,-330,1222,1148,148.3,3753.5
193.98,66.3,0.8716,-330,1222,1148,146.6,3753.5
194,66.3,0.8715,-330,1222,1149,144.5,3756.6
194.02,66.3,0.8715,-330,1222,1149,142.2,3756.6
194.04,66.3,0.8714,-329,1222,1150,140.1,3759.7
194.06,66.3,0.8714,-329,1222,1150,138.1,3759.1
194.08,66.3,0.8711,-328,1222,1151,136.6,3768.4
194.1,66.3,0.8711,-327,1222,1152,135.8,3768.4
194.12,66.3,0.8713,-326,1222,1153,135.3,3762.8
194.14,66.3,0.8713,-326,1223,1153,135.4,3762.8
194.16,66.3,0.8716,-325,1224,1153,136,3754.8
194.18,66.3,0.8716,-325,1224,1154,137,3754.8
194.2,66.3,0.8718,-324,1225,1154,138.5,3747.3
194.22,66.3,0.8718,-324,1225,1155,140.3,3747.3
194.24,66.3,0.872,-323,1226,1155,142.6,3741.2
194.26,66.3,0.872,-323,1226,1155,145.1,3741.2
194.28,66.3,0.8723,-323,1226,1156,148,3731.9
194.3,66.3,0.8723,-323,1226,1156,151,3732.5
194.32,66.3,0.8725,-324,1227,1157,154.2,3726.3
194.34,66.3,0.8725,-324,1227,1157,157.3,3726.3
194.36,66.3,0.8727,-324,1227,1157,160.4,3720.1
194.38,66.3,0.8727,-325,1227,1157,163.4,3720.1
194.4,66.3,0.8728,-325,1227,1157,166,3717.1
194.42,66.3,0.8728,-326,1227,1157,168.1,3717.1
194.44,66.3,0.8728,-326,1228,1157,169.5,3717.1
194.46,66.3,0.8728,-327,1228,1157,169.9,3717.1
194.48,66.3,0.873,-327,1228,1157,169.3,3709.6
194.5,66.3,0.873,-328,1228,1157,167.9,3709.6
194.52,66.3,0.8732,-328,1228,1156,166,3704.7
194.54,66.3,0.8732,-328,1228,1156,164,3705.3
194.56,66.3,0.8734,-328,1228,1156,162,3699.1
194.58,66.3,0.8734,-329,1228,1156,159.9,3698.5
194.6,66.3,0.8735,-329,1228,1156,157.7,3694.2
194.62,66.3,0.8735,-330,1228,1156,155.6,3694.2
194.64,66.3,0.8735,-330,1228,1156,153.4,3694.2
194.66,66.3,0.8735,-331,1228,1156,151.1,3694.8
194.68,66.3,0.8737,-332,1228,1156,148.9,3689.9
194.7,66.3,0.8737,-333,1228,1156,146.6,3689.9
194.72,66.3,0.8737,-333,1228,1156,144.3,3689.9
194.74,66.3,0.8737,-334,1228,1155,142,3689.9
194.76,66.3,0.8739,-335,1229,1155,139.7,3683.7
194.78,66.3,0.8738,-335,1229,1155,137.4,3684.3
194.8,66.3,0.8738,-336,1229,1155,135.1,3684.3
194.82,66.3,0.8739,-336,1229,1155,132.8,3683.7
194.84,66.3,0.874,-337,1229,1155,130.5,3679.4
194.86,66.3,0.874,-337,1229,1155,128.2,3679.4
194.88,66.3,0.874,-338,1229,1155,126,3679.4
194.9,66.3,0.874,-338,1229,1154,123.7,3679.4
194.92,66.3,0.8742,-339,1229,1154,121.5,3674.4
194.94,66.3,0.8741,-339,1229,1154,119.4,3675.1
194.96,66.3,0.8742,-339,1229,1154,117.6,3673.2
194.98,66.3,0.8742,-338,1229,1154,116.2,3673.2
195,66.3,0.8741,-338,1229,1153,115.2,3676.3
195.02,66.3,0.8741,-337,1229,1153,114.9,3676.3
195.04,66.3,0.8741,-336,1228,1153,115.8,3676.3
195.06,66.3,0.8741,-336,1228,1152,116.7,3676.3
195.08,66.3,0.8743,-335,1227,1152,118.6,3668.9
195.1,66.3,0.8744,-335,1227,1152,121,3668.3
195.12,66.3,0.8747,-334,1226,1151,124,3656.6
195.14,66.3,0.8747,-334,1226,1151,127.7,3656.6
195.16,66.3,0.8745,-333,1226,1150,131.8,3664
195.18,66.3,0.8745,-333,1226,1150,136.4,3664
195.2,66.3,0.8747,-333,1226,1150,141.2,3656.6
195.22,66.3,0.8747,-334,1225,1150,146.2,3656.6
195.24,66.3,0.8747,-334,1225,1150,151.3,3656.6
195.26,66.3,0.8747,-334,1225,1150,156.3,3656.6
195.28,66.3,0.8747,-334,1225,1150,160.9,3656.6
195.3,66.3,0.8747,-334,1225,1151,164.7,3656.6
195.32,66.3,0.8747,-334,1225,1152,167.4,3658.4
195.34,66.3,0.8747,-334,1226,1153,168.3,3658.4
195.36,66.3,0.8748,-334,1226,1155,168.1,3654.1
195.38,66.3,0.8748,-334,1226,1156,167.2,3653.5
195.4,66.3,0.8746,-333,1227,1158,166.3,3659.6
195.42,66.3,0.8746,-333,1227,1159,165.7,3659.6
195.44,66.3,0.8744,-332,1227,1161,165.5,3667
195.46,66.3,0.8744,-332,1228,1162,165.6,3667
195.48,66.3,0.8752,-331,1228,1164,165.7,3643
195.5,66.3,0.8752,-331,1228,1166,165.5,3643
195.52,66.3,0.8749,-330,1228,1167,164.5,3652.2
195.54,66.3,0.8749,-330,1228,1168,162.4,3652.2
195.56,66.3,0.8749,-331,1229,1169,159.3,3652.2
195.58,66.3,0.8749,-331,1229,1170,155.5,3652.2
195.6,66.3,0.8754,-331,1229,1170,151.4,3636.2
195.62,66.3,0.8754,-331,1229,1170,147.1,3635.6
195.64,66.3,0.8752,-331,1229,1170,142.7,3641.1
195.66,66.3,0.8752,-331,1229,1170,138.5,3641.8
195.68,66.3,0.8751,-331,1229,1171,134.5,3644.8
195.7,66.3,0.8751,-331,1229,1171,130.7,3644.8
195.72,66.3,0.8753,-331,1229,1171,127.1,3639.9
195.74,66.3,0.8753,-330,1229,1170,124,3640.5
195.76,66.3,0.8751,-329,1229,1171,121.4,3646.7
195.78,66.3,0.8751,-328,1229,1171,119.4,3646.1
195.8,66.3,0.8755,-327,1229,1171,118.1,3633.7
195.82,66.3,0.8755,-326,1229,1171,117.3,3634.4
195.84,66.3,0.8755,-326,1229,1171,117.2,3633.1
195.86,66.3,0.8755,-325,1229,1171,117.4,3632.5
195.88,66.3,0.8757,-325,1229,1171,118,3627
195.9,66.3,0.8757,-325,1229,1172,118.9,3627
195.92,66.3,0.8759,-324,1229,1172,120.2,3620.8
195.94,66.3,0.8759,-324,1230,1172,121.8,3620.8
195.96,66.3,0.876,-324,1230,1172,123.7,3616.5
195.98,66.3,0.876,-324,1230,1172,125.8,3616.5
196,66.3,0.876,-324,1230,1172,128,3616.5
196.02,66.3,0.876,-324,1231,1172,130.3,3616.5
196.04,66.3,0.8763,-324,1231,1172,132.7,3607.2
196.06,66.3,0.8763,-324,1231,1173,135,3607.2
196.08,66.3,0.8763,-325,1231,1173,137.3,3607.2
196.1,66.3,0.8763,-325,1232,1173,139.4,3607.2
196.12,66.3,0.8764,-325,1232,1174,141.4,3604.2
196.14,66.3,0.8764,-326,1232,1174,143.2,3604.2
196.16,66.3,0.8765,-326,1232,1174,144.8,3601.7
196.18,66.3,0.8765,-327,1232,1175,146.2,3601.7
196.2,66.3,0.8768,-327,1233,1175,147.3,3593.7
196.22,66.3,0.8768,-328,1233,1175,148.1,3593.7
196.24,66.3,0.8768,-328,1233,1175,148.6,3592.5
196.26,66.3,0.8768,-329,1233,1176,148.8,3592.5
196.28,66.3,0.8769,-330,1233,1176,148.8,3591.2
196.3,66.3,0.8769,-330,1234,1177,148.5,3591.2
196.32,66.3,0.8771,-331,1234,1177,147.8,3583.9
196.34,66.3,0.8771,-331,1234,1178,146.7,3583.9
196.36,66.3,0.8772,-332,1235,1179,145.1,3580.8
196.38,66.3,0.8772,-332,1235,1179,143.1,3580.8
196.4,66.3,0.8772,-333,1235,1180,140.7,3582
196.42,66.3,0.8772,-333,1236,1180,138.2,3582
196.44,66.3,0.8771,-334,1236,1180,135.5,3585.1
196.46,66.3,0.8771,-335,1236,1180,132.6,3585.1
196.48,66.3,0.8771,-335,1236,1180,129.7,3585.1
196.5,66.3,0.8771,-336,1236,1181,126.7,3585.1
196.52,66.3,0.8771,-336,1236,1181,123.7,3585.1
196.54,66.3,0.8771,-336,1236,1181,120.7,3585.1
196.56,66.3,0.8771,-337,1236,1181,117.7,3585.1
196.58,66.3,0.8771,-338,1236,1181,114.6,3585.1
196.6,66.3,0.877,-338,1236,1181,111.5,3588.2
196.62,66.3,0.877,-339,1236,1181,108.3,3588.2
196.64,66.3,0.8769,-339,1236,1181,105.2,3591.2
196.66,66.3,0.8769,-339,1236,1180,102,3591.2
196.68,66.3,0.8768,-340,1235,1180,98.7,3594.3
196.7,66.3,0.8768,-340,1235,1180,95.5,3594.3
196.72,66.3,0.8769,-341,1235,1180,92.2,3588.8
196.74,66.3,0.877,-341,1235,1180,89,3587.5
196.76,66.3,0.8771,-340,1235,1180,86.2,3583.2
196.78,66.3,0.8771,-340,1235,1180,83.6,3583.2
196.8,66.3,0.8771,-339,1235,1180,81.7,3583.2
196.82,66.3,0.8771,-339,1236,1180,80.2,3583.9
196.84,66.3,0.8773,-338,1236,1180,79.2,3576.5
196.86,66.3,0.8773,-337,1236,1180,79.4,3576.5
196.88,66.3,0.8777,-337,1236,1181,79.6,3564.8
196.9,66.3,0.8777,-336,1237,1181,80.6,3564.8
196.92,66.3,0.8778,-335,1237,1181,82.1,3562.9
196.94,66.3,0.8778,-335,1237,1181,84.3,3562.9
196.96,66.3,0.8782,-335,1237,1181,86.9,3551.2
196.98,66.3,0.8782,-335,1237,1180,89.7,3551.2
197,66.3,0.8782,-335,1237,1181,92.7,3551.2
197.02,66.3,0.8782,-335,1237,1181,95.8,3551.2
197.04,66.3,0.8781,-336,1237,1181,99,3553.1
197.06,66.3,0.8781,-336,1237,1181,102.3,3552.5
197.08,66.3,0.8781,-336,1237,1181,105.7,3552.5
197.1,66.3,0.8781,-336,1237,1181,109.3,3552.5
197.12,66.3,0.8783,-336,1236,1181,113.2,3546.9
197.14,66.3,0.8783,-335,1236,1181,117.3,3546.9
197.16,66.3,0.8783,-335,1236,1181,121.8,3545.7
197.18,66.3,0.8783,-335,1237,1182,126.2,3545.7
197.2,66.3,0.8784,-335,1237,1182,130.8,3542.6
197.22,66.3,0.8784,-335,1238,1182,135.1,3542.6
197.24,66.3,0.8786,-336,1239,1183,139.1,3537.7
197.26,66.3,0.8786,-336,1240,1183,142.7,3537.7
197.28,66.3,0.8789,-337,1241,1184,145.9,3529.1
197.3,66.2,0.8789,-337,1243,1184,148.4,3529.7
197.32,66.2,0.879,-337,1244,1184,150.6,3525.4
197.34,66.3,0.879,-337,1245,1185,152.3,3524.8
197.36,66.3,0.8791,-338,1246,1185,153.6,3521.7
197.38,66.2,0.8791,-338,1247,1186,154.3,3522.4
197.4,66.2,0.8792,-338,1248,1186,154.7,3519.3
197.42,66.2,0.8792,-339,1249,1186,154.5,3519.3
197.44,66.2,0.8793,-339,1250,1186,153.8,3517.4
197.46,66.2,0.8792,-339,1251,1187,152.6,3518.1
197.48,66.2,0.8793,-340,1251,1187,150.9,3515
197.5,66.2,0.8794,-340,1252,1187,148.8,3514.4
197.52,66.2,0.8793,-340,1253,1187,146.3,3517.4
197.54,66.2,0.8793,-341,1254,1187,143.4,3517.4
197.56,66.2,0.8793,-341,1255,1187,140.3,3516.2
197.58,66.2,0.8793,-341,1255,1187,137,3516.2
197.6,66.2,0.8793,-341,1256,1187,133.6,3515
197.62,66.3,0.8794,-341,1256,1187,130.3,3514.4
197.64,66.3,0.8796,-341,1256,1187,127,3508.2
197.66,66.2,0.8795,-341,1257,1187,124,3508.9
197.68,66.2,0.8796,-341,1257,1186,121.3,3505.8
197.7,66.2,0.8796,-340,1257,1186,119.2,3505.8
197.72,66.2,0.8797,-340,1257,1186,117.4,3502.7
197.74,66.2,0.8797,-339,1257,1186,116.1,3502.7
197.76,66.2,0.8799,-338,1257,1185,115.5,3496.6
197.78,66.2,0.8799,-337,1256,1185,115.3,3496.6
197.8,66.2,0.88,-337,1256,1185,115.7,3495.3
197.82,66.2,0.88,-336,1256,1185,116.6,3496
197.84,66.2,0.8801,-336,1256,1185,117.8,3492.9
197.86,66.2,0.8801,-336,1256,1185,119.5,3492.3
197.88,66.2,0.8801,-336,1255,1185,121.3,3491
197.9,66.2,0.8801,-336,1255,1185,123.4,3491
197.92,66.2,0.8802,-336,1255,1185,125.6,3488
197.94,66.2,0.8802,-336,1255,1186,128.1,3488
197.96,66.2,0.8803,-335,1255,1186,131,3484.9
197.98,66.2,0.8803,-335,1254,1187,134.3,3484.9
198,66.2,0.8804,-334,1254,1187,138,3483.7
198.02,66.2,0.8804,-334,1254,1187,142,3483.7
198.04,66.2,0.8804,-335,1253,1188,146.2,3483.7
198.06,66.2,0.8804,-335,1253,1188,150.4,3483.7
198.08,66.2,0.8805,-336,1253,1188,154.5,3480.6
198.1,66.2,0.8805,-336,1254,1188,158.3,3480.6
198.12,66.2,0.8805,-337,1254,1189,161.4,3480.6
198.14,66.2,0.8805,-338,1254,1189,163.7,3480.6
198.16,66.2,0.8804,-339,1255,1189,165,3481.8
198.18,66.2,0.8804,-339,1256,1189,165,3481.8
198.2,66.2,0.8804,-340,1256,1189,164.1,3481.8
198.22,66.2,0.8804,-340,1257,1190,162.6,3482.5
198.24,66.2,0.8804,-340,1257,1190,160.9,3482.5
198.26,66.2,0.8804,-341,1258,1190,159.2,3482.5
198.28,66.2,0.8806,-341,1259,1190,157.8,3477.5
198.3,66.2,0.8805,-341,1260,1191,156.5,3478.2
198.32,66.2,0.8804,-341,1261,1191,155.7,3482.5
198.34,66.2,0.8804,-341,1261,1191,155,3482.5
198.36,66.2,0.8804,-342,1262,1191,154.4,3481.2
198.38,66.2,0.8805,-342,1262,1191,153.8,3480.6
198.4,66.2,0.8806,-343,1262,1191,153,3477.5
198.42,66.2,0.8805,-343,1262,1191,152.1,3478.2
198.44,66.2,0.8805,-344,1263,1191,151.1,3479.4
198.46,66.2,0.8805,-344,1263,1191,150,3479.4
198.48,66.2,0.8807,-345,1263,1191,148.9,3472
198.5,66.2,0.8807,-345,1263,1191,147.8,3472.6
198.52,66.2,0.881,-346,1264,1191,146.8,3464.7
198.54,66.2,0.881,-345,1265,1191,146.3,3464.7
198.56,66.2,0.881,-345,1266,1191,146.1,3463.4
198.58,66.2,0.881,-345,1267,1191,146.4,3463.4
198.6,66.2,0.8813,-345,1268,1191,146.9,3455.5
198.62,66.2,0.8813,-345,1269,1191,147.9,3455.5
198.64,66.2,0.8813,-345,1270,1191,149.1,3454.2
198.66,66.2,0.8813,-345,1271,1190,150.8,3454.9
198.68,66.2,0.8815,-345,1272,1190,152.8,3448.7
198.7,66.2,0.8815,-345,1273,1189,154.9,3448.1
198.72,66.2,0.8818,-345,1273,1188,157.2,3440.8
198.74,66.2,0.8817,-346,1274,1188,159.1,3441.4
198.76,66.2,0.8819,-346,1274,1187,160.2,3435.2
198.78,66.2,0.8819,-346,1275,1187,160.1,3435.2
198.8,66.2,0.8821,-347,1274,1186,158.9,3429.7
198.82,66.2,0.8821,-346,1274,1186,156.7,3429.1
198.84,66.2,0.8823,-346,1273,1185,153.9,3424.2
198.86,66.2,0.8823,-346,1272,1185,151,3424.8
198.88,66.2,0.882,-345,1271,1184,148.3,3432.2
198.9,66.2,0.882,-344,1270,1184,145.9,3432.2
198.92,66.2,0.882,-343,1269,1185,144.4,3432.2
198.94,66.2,0.882,-341,1267,1186,143.6,3432.2
198.96,66.2,0.8819,-340,1266,1187,143.9,3437.1
198.98,66.2,0.8819,-339,1265,1188,145,3437.1
199,66.2,0.8819,-338,1264,1189,146.9,3437.1
199.02,66.2,0.8819,-338,1263,1190,149.6,3437.1
199.04,66.2,0.8819,-337,1262,1191,152.7,3437.1
199.06,66.2,0.8819,-337,1262,1192,156.3,3437.1
199.08,66.2,0.882,-337,1261,1193,160,3434
199.1,66.2,0.882,-337,1261,1194,163.3,3434
199.12,66.2,0.8823,-337,1261,1195,165.4,3425.4
199.14,66.2,0.8823,-338,1261,1197,165.3,3424.8
199.16,66.2,0.8821,-338,1262,1198,162.8,3431
199.18,66.2,0.8821,-338,1262,1198,159,3431
199.2,66.2,0.8822,-338,1263,1199,154.4,3427.9
199.22,66.2,0.8822,-338,1265,1200,149.7,3427.9
199.24,66.2,0.8824,-338,1266,1200,145.2,3420.5
199.26,66.2,0.8824,-338,1267,1200,140.9,3420.5
199.28,66.2,0.8823,-337,1268,1201,136.9,3423
199.3,66.2,0.8823,-336,1270,1201,133.4,3423.6
199.32,66.2,0.8822,-335,1271,1200,130.4,3426.7
199.34,66.2,0.8822,-335,1272,1200,127.8,3426.7
199.36,66.2,0.8824,-334,1272,1200,125.5,3420.5
199.38,66.2,0.8824,-334,1273,1200,123.5,3421.2
199.4,66.2,0.8827,-334,1274,1200,121.8,3410.7
199.42,66.2,0.8828,-333,1274,1199,120.4,3409.5
199.44,66.2,0.8827,-333,1275,1198,119.4,3412.6
199.46,66.2,0.8827,-333,1275,1198,118.6,3413.2
199.48,66.2,0.8831,-332,1275,1197,118,3399.7
199.5,66.2,0.8831,-332,1275,1197,117.9,3399.7
199.52,66.2,0.8834,-332,1274,1196,117.9,3389.3
199.54,66.2,0.8834,-332,1274,1196,118.3,3389.9
199.56,66.2,0.8834,-331,1274,1195,119.1,3389.9
199.58,66.2,0.8834,-331,1273,1195,120.1,3389.3
199.6,66.2,0.8832,-331,1273,1195,121.3,3395.4
199.62,66.2,0.8832,-331,1272,1195,122.5,3395.4
199.64,66.2,0.8835,-332,1272,1195,123.8,3388.1
199.66,66.2,0.8835,-332,1271,1195,125.2,3388.1
199.68,66.2,0.8837,-332,1271,1195,126.5,3382
199.7,66.2,0.8837,-333,1271,1195,127.7,3382
199.72,66.2,0.8838,-334,1271,1195,128.7,3377.1
199.74,66.2,0.8838,-335,1270,1195,129.6,3377.7
199.76,66.2,0.8837,-335,1270,1195,130.3,3382
199.78,66.2,0.8837,-336,1270,1195,130.8,3382
199.8,66.2,0.8839,-337,1270,1195,131.1,3375.9
199.82,66.2,0.8839,-337,1269,1195,131.2,3375.9
199.84,66.2,0.884,-338,1269,1195,131.2,3373.4
199.86,66.2,0.884,-339,1269,1195,130.9,3372.8
199.88,66.2,0.8837,-339,1269,1195,130.5,3380.1
199.9,66.2,0.8837,-340,1268,1195,130,3380.1
199.92,66.2,0.8839,-340,1268,1195,129.2,3375.9
199.94,66.2,0.8839,-341,1268,1195,128.4,3375.9
199.96,66.2,0.8839,-341,1268,1196,127.5,3374.6
199.98,66.2,0.8839,-341,1268,1197,126.6,3374.6
200,66.2,0.8836,-342,1268,1197,125.8,3383.2
200.02,66.2,0.8836,-342,1268,1198,125,3383.8
200.04,66.2,0.8834,-342,1268,1199,124.7,3389.3
200.06,66.2,0.8835,-341,1268,1200,125.4,3388.7
200.08,66.2,0.8841,-340,1268,1201,126.3,3369.8
200.1,66.2,0.8841,-340,1267,1203,127.9,3369.8
200.12,66.2,0.8842,-340,1267,1204,130.2,3365.5
200.14,66.2,0.8842,-340,1267,1205,133,3365.5
200.16,66.2,0.8847,-340,1267,1206,136.2,3352
200.18,66.2,0.8847,-340,1266,1206,139.8,3352
200.2,66.2,0.8848,-340,1266,1207,143.6,3347.1
200.22,66.2,0.8848,-340,1266,1208,147.4,3347.7
200.24,66.2,0.8848,-341,1266,1208,151,3347.7
200.26,66.2,0.8848,-342,1266,1209,154,3347.1
200.28,66.2,0.885,-343,1266,1209,156.1,3342.9
200.3,66.2,0.8849,-344,1266,1209,156.8,3343.5
200.32,66.2,0.8851,-345,1266,1209,156.2,3337.4
200.34,66.2,0.8851,-346,1266,1209,154.4,3337.4
200.36,66.2,0.8851,-346,1266,1209,151.5,3337.4
200.38,66.2,0.8852,-347,1267,1209,147.9,3336.7
200.4,66.2,0.885,-347,1268,1209,144,3342.9
200.42,66.2,0.8849,-347,1269,1209,140.4,3343.5
200.44,66.2,0.8847,-347,1271,1209,136.8,3352
200.46,66.2,0.8847,-346,1272,1209,133.8,3351.4
200.48,66.2,0.8846,-345,1274,1209,131.5,3354.5
200.5,66.2,0.8846,-344,1275,1208,130,3355.1
200.52,66.2,0.8846,-343,1276,1208,129.2,3355.1
200.54,66.2,0.8846,-342,1277,1208,129,3355.1
200.56,66.2,0.8852,-341,1278,1209,129.3,3336.7
200.58,66.2,0.8851,-340,1279,1209,130,3337.4
200.6,66.2,0.8851,-340,1280,1209,131,3338.6
200.62,66.2,0.8851,-339,1281,1209,132,3338.6
200.64,66.2,0.8855,-339,1282,1209,133.1,3327
200.66,66.2,0.8855,-339,1282,1209,134.1,3327
200.68,66.2,0.8855,-339,1282,1209,135,3325.1
200.7,66.2,0.8855,-339,1282,1209,135.6,3325.1
200.72,66.2,0.8857,-339,1282,1209,135.9,3320.9
200.74,66.2,0.8857,-340,1282,1210,136,3321.5
200.76,66.2,0.8857,-340,1282,1210,135.8,3319.6
200.78,66.2,0.8857,-340,1282,1211,135.3,3319.6
200.8,66.2,0.8859,-340,1282,1212,134.7,3313.5
200.82,66.2,0.8859,-340,1282,1213,134.1,3313.5
200.84,66.2,0.886,-340,1281,1214,133.5,3312.3
200.86,66.2,0.886,-339,1281,1215,133.1,3312.3
200.88,66.2,0.886,-339,1281,1216,132.8,3310.5
200.9,66.2,0.886,-339,1281,1217,132.6,3311.1
200.92,66.2,0.8862,-339,1281,1218,132.6,3306.2
200.94,66.2,0.8862,-339,1281,1219,132.7,3306.2
200.96,66.2,0.8863,-339,1281,1220,132.8,3303.2
200.98,66.2,0.8863,-340,1281,1220,132.8,3303.2
201,66.2,0.8862,-340,1281,1221,132.7,3306.2
201.02,66.2,0.8861,-340,1281,1221,132.6,3306.8
201.04,66.2,0.8864,-340,1281,1222,132.2,3299.5
201.06,66.2,0.8864,-340,1282,1222,131.7,3298.9
201.08,66.2,0.8862,-341,1282,1222,131.1,3306.2
201.1,66.2,0.8862,-341,1282,1223,130.5,3306.2
201.12,66.2,0.8862,-341,1283,1223,129.7,3306.2
201.14,66.2,0.8862,-341,1283,1222,129,3306.2
201.16,66.2,0.8863,-341,1284,1222,128.3,3303.2
201.18,66.2,0.8863,-341,1284,1222,127.8,3303.2
201.2,66.2,0.8862,-341,1285,1222,127.3,3304.4
201.22,66.2,0.8862,-341,1285,1222,126.9,3305
201.24,66.2,0.8863,-341,1286,1222,126.6,3300.7
201.26,66.2,0.8863,-341,1286,1222,126.5,3300.7
201.28,66.2,0.8863,-341,1287,1222,126.4,3301.9
201.3,66.2,0.8863,-342,1287,1221,126.5,3301.9
201.32,66.2,0.8863,-342,1288,1221,126.7,3300.7
201.34,66.2,0.8863,-342,1288,1221,127,3300.7
201.36,66.2,0.8864,-343,1288,1221,127.3,3297.7
201.38,66.2,0.8864,-343,1288,1221,127.7,3297.7
201.4,66.2,0.8866,-343,1288,1221,128.1,3292.8
201.42,66.2,0.8866,-344,1288,1220,128.5,3292.8
201.44,66.2,0.8866,-344,1289,1220,128.9,3291.6
201.46,66.2,0.8866,-345,1289,1220,129.3,3291.6
201.48,66.2,0.8866,-345,1289,1220,129.8,3291.6
201.5,66.2,0.8866,-345,1289,1220,130.4,3291.6
201.52,66.2,0.8868,-346,1290,1219,131.2,3285.5
201.54,66.2,0.8868,-346,1290,1219,132.1,3285.5
201.56,66.2,0.8871,-346,1290,1219,133.3,3276.9
201.58,66.2,0.8871,-346,1291,1218,134.7,3276.3
201.6,66.2,0.8872,-346,1291,1218,136.3,3274.5
201.62,66.2,0.8872,-346,1291,1217,138.1,3275.1
201.64,66.2,0.8875,-346,1291,1217,140.2,3266
201.66,66.2,0.8875,-347,1292,1216,142.4,3266
201.68,66.2,0.8876,-347,1292,1216,144.6,3261.7
201.7,66.2,0.8876,-347,1292,1215,146.7,3261.7
201.72,66.2,0.8877,-348,1292,1215,148.7,3258.6
201.74,66.2,0.8877,-348,1292,1215,150.4,3258.6
201.76,66.2,0.8879,-349,1292,1214,151.6,3252.5
201.78,66.2,0.8879,-349,1292,1214,152.3,3252.5
201.8,66.2,0.8879,-350,1292,1214,152.4,3252.5
201.82,66.2,0.8879,-350,1292,1214,151.7,3252.5
201.84,66.2,0.8879,-351,1292,1214,150.5,3253.8
201.86,66.2,0.8879,-351,1292,1214,148.7,3254.4
201.88,66.2,0.888,-351,1292,1215,146.6,3249.5
201.9,66.2,0.888,-351,1292,1216,144.4,3249.5
201.92,66.2,0.888,-351,1292,1216,142.3,3251.3
201.94,66.2,0.888,-351,1292,1217,140.4,3251.3
201.96,66.2,0.8878,-351,1292,1218,138.8,3255.6
201.98,66.2,0.8878,-350,1293,1219,137.6,3255.6
202,66.2,0.8876,-350,1293,1220,137,3262.9
202.02,66.2,0.8876,-349,1293,1221,136.9,3262.9
202.04,66.2,0.8879,-349,1294,1221,137.3,3253.8
202.06,66.2,0.8879,-348,1294,1222,138.2,3253.8
202.08,66.2,0.8881,-348,1294,1223,139.6,3247.7
202.1,66.2,0.8881,-348,1295,1224,141.5,3248.3
202.12,66.2,0.8882,-348,1295,1225,143.8,3243.4
202.14,66.2,0.8882,-348,1295,1225,146.4,3243.4
202.16,66.2,0.8883,-348,1296,1226,149.3,3240.4
202.18,66.2,0.8883,-348,1296,1227,152.4,3240.4
202.2,66.2,0.8886,-348,1297,1227,155.5,3233.1
202.22,66.2,0.8885,-349,1297,1228,158.3,3233.7
202.24,66.2,0.8888,-349,1297,1228,160.4,3224.5
202.26,66.2,0.8888,-349,1298,1229,161.4,3224.5
202.28,66.2,0.8892,-350,1298,1229,161,3214.2
202.3,66.2,0.8892,-350,1298,1229,159.2,3214.2
202.32,66.2,0.8892,-350,1299,1229,156.2,3214.2
202.34,66.2,0.8892,-351,1299,1229,152.6,3214.2
202.36,66.2,0.8894,-351,1299,1229,148.4,3208.1
202.38,66.2,0.8894,-351,1300,1229,144.3,3208.7
202.4,66.2,0.8893,-351,1300,1228,140.5,3211.7
202.42,66.2,0.8893,-350,1301,1228,137,3211.1
202.44,66.2,0.8894,-350,1301,1227,134.1,3208.1
202.46,66.2,0.8894,-349,1302,1226,131.7,3208.1
202.48,66.2,0.8893,-348,1302,1226,129.9,3209.9
202.5,66.2,0.8893,-348,1303,1225,128.7,3209.9
202.52,66.2,0.8897,-348,1303,1225,128,3197.8
202.54,66.2,0.8897,-347,1303,1225,127.7,3197.8
202.56,66.2,0.8896,-347,1304,1224,127.9,3202.6
202.58,66.2,0.8896,-347,1304,1224,128.4,3202.6
202.6,66.2,0.8896,-346,1304,1223,129.3,3201.4
202.62,66.2,0.8896,-346,1304,1223,130.5,3200.8
202.64,66.2,0.8895,-346,1304,1223,132,3205.1
202.66,66.2,0.8895,-346,1304,1222,133.6,3205.1
202.68,66.2,0.8895,-346,1304,1222,135.4,3205.1
202.7,66.2,0.8895,-346,1304,1222,137.2,3205.7
